TRANSACTION_ID,ACCOUNT_ID,TRANSACTION_TYPE,AMOUNT,CURRENCY,TRANSACTION_TIMESTAMP,MERCHANT_NAME,MERCHANT_CATEGORY,LOCATION,CHANNEL,STATUS,CREATED_AT
7ffa3092-b42b-4007-9235-23c57ebf949c,d6250f22-5929-4617-8e27-b406963a2831,TRANSFER,4373.576395594363,USD,2015-11-13 20:11:04,,,,MOBILE,POSTED,2015-11-16 11:40:07
86930b39-cff2-4ef8-aa04-75678e6a8a4a,be921304-c196-42e4-8a6a-f240109d8f8c,PAYMENT,3667.299726790343,GBP,2025-08-14 02:01:18,Delacruz-Fisher,FUEL,"North Diana, Mongolia",BRANCH,POSTED,2025-08-15 19:05:18
99e8f6d0-f853-4f1e-8f4a-9fcd29ed2fc7,3077b2d8-543a-4bea-9c9a-3dffd8e38324,WITHDRAWAL,3742.923980157519,INR,2018-03-07 03:14:53,Frey-Grimes,GROCERY,"West Randallside, Vietnam",MOBILE,POSTED,2018-03-09 02:42:58
92995dba-a1c4-4c1e-ad99-34ecd4c68ce4,194d0802-93dc-4c30-ab63-4cead7b76083,DEPOSIT,2447.3958998677876,USD,2010-10-03 05:00:23,Wise-Washington,OTHER,"New Andrew, Antarctica (the territory South of 60 deg S)",ONLINE,POSTED,2010-10-05 11:20:00
1fc51a78-9713-4f2f-b22a-fe06b452f7a9,3827ce5b-533f-406d-8551-da8cc58de282,WITHDRAWAL,2716.881953497326,INR,2012-08-30 07:00:00,Brown-Sanford,UTILITY,"Russellborough, Mauritius",ATM,POSTED,2012-08-31 20:02:08
d37aba79-057a-4eef-a7de-80609d146fa5,27244be8-7108-4a57-bbc8-a36f4d570e29,DEPOSIT,4719.674321858473,EUR,2014-04-27 05:56:12,"Miller, Ross and Wagner",TRAVEL,"Schaefermouth, Brazil",ONLINE,POSTED,2014-04-30 03:54:48
00503cbb-190e-4fce-a272-eaa6e3d01728,bcb97e58-48e9-4ff8-ade7-8354eb2b40bf,REFUND,111.0467985610336,EUR,2023-03-10 03:18:04,"Hamilton, Murray and Sandoval",FUEL,"North Michaelstad, Jersey",POS,POSTED,2023-03-11 01:38:50
bafb63c1-eb81-4189-af7e-1d8ae70a4c92,55517e88-bde2-47cf-9ecc-39b9bfb6e8ec,TRANSFER,4990.709934319129,USD,2016-06-05 01:00:28,,,,ATM,POSTED,2016-06-07 08:50:02
cf9404ed-2ab1-406d-ae53-a29bbb32f816,491b9cd3-fc78-4b1e-89e1-0e34a3eb3059,REFUND,19889.573826918866,EUR,2019-12-16 04:48:31,Richard-Olson,RESTAURANT,"East Jeannebury, Netherlands Antilles",ATM,POSTED,2019-12-16 20:51:45
2160c036-bdef-479d-9182-adabad6b8b75,783c40a3-40f7-48e2-a7b3-d86db661fd18,WITHDRAWAL,24.773619061830775,INR,2025-07-14 13:47:05,"Franklin, Le and Higgins",RESTAURANT,"Port Jessica, Iceland",BRANCH,POSTED,2025-07-15 04:14:38
1b382b12-9020-4701-be1f-1960f6f06292,f2c4547a-da38-4033-9c20-6d1b5c852382,REFUND,820.6883552680092,USD,2015-02-04 17:42:14,Melendez-Hardy,TRAVEL,"Dyerstad, Haiti",ONLINE,POSTED,2015-02-07 15:45:43
72825984-b3ca-494e-a249-ab921bff62d5,20e4893e-312b-428b-bf3a-d383d5237431,PAYMENT,109.7159153182117,USD,2024-05-10 14:27:36,Howard and Sons,GROCERY,"North Johnnychester, Suriname",ONLINE,POSTED,2024-05-12 13:16:19
e048dc5f-e0a7-4f0f-84bb-404437ba01b9,73684693-e3a4-4e89-a497-35ae32aac2b7,WITHDRAWAL,585.4862510959075,USD,2010-10-12 21:11:49,Allen Group,TRAVEL,"New Kevin, Serbia",POS,POSTED,2010-10-13 02:46:31
64783af0-fc64-4044-bb63-b94f92d1da16,e762b884-c7dc-4e3f-8fc9-3efb77932a5f,WITHDRAWAL,3022.749088041511,AED,2023-06-07 17:06:45,"Cunningham, Walker and Reynolds",UTILITY,"North Connieland, Northern Mariana Islands",ONLINE,POSTED,2023-06-07 23:41:39
08164ded-7c41-4d47-a336-797ef346f91b,1a610456-eb5f-475b-a7fc-a6f478b9f770,PAYMENT,4843.744937917623,INR,2024-07-06 21:58:11,Burns-Armstrong,RESTAURANT,"Moniqueside, Uganda",MOBILE,POSTED,2024-07-07 03:25:46
ea73ef16-b6f8-489e-8538-e17a29214dcb,ddfee8e7-6336-4259-b574-4441fb4c5b8c,WITHDRAWAL,1755.666750901607,EUR,2021-05-25 00:57:37,Crawford and Sons,OTHER,"Port Ernest, Zambia",BRANCH,POSTED,2021-05-27 01:25:23
fd552514-428f-458e-9104-c17d5b9c0591,d877087a-f67b-46e4-ac75-2ed25f77ac90,FEE,2039.7644978916323,INR,2015-09-27 18:38:56,,,,ATM,POSTED,2015-09-30 10:24:47
bc595482-5255-408c-9763-4699de96c793,bbefbe32-af6b-4b77-8541-e9e14688380b,DEPOSIT,89.17645300847221,USD,2021-04-29 12:20:59,Johnston and Sons,GROCERY,"New Elizabethmouth, Pitcairn Islands",MOBILE,POSTED,2021-04-29 16:37:42
bb6cae14-ba66-4e54-ab13-7e609aadd818,b025da6e-9ea5-4b82-b62b-0f590632f0fa,DEPOSIT,23.633563630171736,USD,2022-01-01 14:49:37,Greer-Brown,RESTAURANT,"North Mark, Turks and Caicos Islands",ATM,POSTED,2022-01-04 04:21:51
b494a305-3c64-42b9-9239-33f05aa3e425,ebbdd954-617b-40b9-a9bd-bdc81af22db2,FEE,1145.0372932283656,GBP,2022-04-09 05:27:23,,,,POS,POSTED,2022-04-11 01:26:45
699411e4-98d9-4900-8f37-088e618136be,35ebf161-20b7-48af-b3bd-6013d73b2de2,DEPOSIT,3676.611113393486,USD,2024-01-15 05:09:32,"Haley, Holmes and Morgan",TRAVEL,"Amberport, Togo",MOBILE,POSTED,2024-01-17 02:16:30
c078b9ec-d638-42ea-af69-03aa1ad7e6f7,d786c825-a2d2-49ae-b91f-55b88e96ee5d,PAYMENT,2075.5128077107415,USD,2018-07-31 19:49:05,Kelley-Cordova,UTILITY,"New Isaac, Bolivia",BRANCH,POSTED,2018-08-01 10:10:47
d97601ae-f1d7-4305-a2ef-ec2ecd0efd7d,5bdffe25-4578-4564-b804-25bf398b96a3,DEPOSIT,3776.446095291174,USD,2018-10-17 23:20:58,"Moore, Mcfarland and Wells",OTHER,"Aliceberg, Mozambique",MOBILE,POSTED,2018-10-20 06:55:00
b55ac45a-cba6-471c-809e-e9c75706fcbe,6de4606a-6e06-4c97-b023-0ce868a008d0,DEPOSIT,15406.29302429552,USD,2020-05-13 01:14:35,"Oconnor, Harris and Vasquez",ONLINE,"North Louischester, Azerbaijan",ONLINE,POSTED,2020-05-13 05:36:19
1278f55a-0ec7-4d3f-bec4-bd7220c246ef,23d263e9-76d0-4768-b7ee-064676440ce1,DEPOSIT,4597.923041819334,INR,2018-11-27 01:58:20,"Young, Rivers and Scott",RESTAURANT,"Sandovaltown, Mozambique",ATM,POSTED,2018-11-29 15:55:39
a4296c9a-42f4-4341-9741-74c775cb77e3,dcc84275-b0fa-48da-9aad-c84eccb3cedc,DEPOSIT,15116.573690255704,USD,2018-09-10 01:50:29,Joseph Inc,FUEL,"Freemanton, Lao People's Democratic Republic",ATM,POSTED,2018-09-12 19:38:12
d5990ac1-f7dc-49e1-88fb-2922a22633b3,06e3bef0-c7cc-4bb6-be52-e6c7a54f4d23,PAYMENT,685.4938553078233,USD,2017-07-12 01:19:41,"Wilkerson, Mcdonald and Silva",GROCERY,"Port Virginia, Tanzania",BRANCH,POSTED,2017-07-13 15:13:09
fc2b9b8a-ccc1-4bbb-bcd7-194868957e7b,0332d612-80b5-4f93-934b-7fa6b9c6c290,WITHDRAWAL,4340.064668197952,AED,2017-08-05 08:40:32,King-Bryant,OTHER,"West Jennifer, Cuba",POS,POSTED,2017-08-06 17:51:54
6c15ceca-f3bc-420b-afc8-6713b106939b,701f4187-681f-47bc-bc82-cd6e86b585ae,WITHDRAWAL,7678.71932054464,EUR,2018-05-01 12:01:20,"Hudson, Nolan and Stephens",UTILITY,"Lake Danielstad, Belgium",MOBILE,POSTED,2018-05-02 03:13:01
e119d9b7-087e-43a0-83cd-679b524452a6,b993aed8-b77c-4b04-af71-ad969d921c7a,DEPOSIT,1581.5174599837949,EUR,2021-07-06 12:01:24,Newton-Martinez,ONLINE,"New Colleenbury, Kenya",BRANCH,POSTED,2021-07-06 15:47:17
bf92a5c9-576a-4b4a-9548-866a9490b976,47e5f686-9ebf-4451-9fd9-bf12e508888c,DEPOSIT,12635.77514529751,USD,2012-11-23 10:35:01,Fitzpatrick LLC,UTILITY,"North Martin, Singapore",BRANCH,POSTED,2012-11-23 13:02:20
8e133490-7ed4-4d66-b861-202a491ab5dd,6b31ff91-bc6e-4a0a-b1e6-b30a12080717,DEPOSIT,2782.980186102275,AED,2018-06-30 18:46:46,"Vazquez, Pham and Smith",GROCERY,"Lopezfurt, Liechtenstein",MOBILE,POSTED,2018-07-02 03:45:19
4a24d5be-8892-4533-ac63-ef498824af43,9df60361-8764-40c5-8be9-426274b62c84,WITHDRAWAL,3501.746206954821,INR,2012-08-17 09:51:20,"Cardenas, Adams and Huffman",UTILITY,"Hurleyside, Belgium",BRANCH,POSTED,2012-08-20 09:46:29
5146ca0e-a37a-4732-8509-161a4b6f4199,7d7aebce-4640-4912-b657-047c0e4b3317,DEPOSIT,3943.9241697664825,EUR,2013-08-05 15:56:20,Morales-Mendez,RESTAURANT,"Josephhaven, Uzbekistan",POS,POSTED,2013-08-06 04:58:13
9a985ca1-acf4-4016-a449-c1e77229fa66,1cc2634c-4fd8-46b9-b465-7c94dfd86055,WITHDRAWAL,2944.2863187957505,INR,2020-10-07 05:31:02,"French, Cooper and Hogan",FUEL,"West Bailey, Cameroon",ONLINE,POSTED,2020-10-07 12:01:36
340afc65-dd5a-457b-9579-db7bc29c701e,59be0c24-8c20-4c1d-af30-2ea6edb95cea,WITHDRAWAL,208.91959133363358,USD,2017-01-16 02:42:40,Ross-Floyd,ONLINE,"Velasquezchester, Guyana",ONLINE,POSTED,2017-01-18 05:30:01
f7630d82-fe5e-41dc-9a75-a3463ddc9aac,16b1661a-dd43-4918-a8d1-9ae3d3c715d0,DEPOSIT,2618.7035771206733,INR,2026-01-12 11:34:52,"Ramirez, Cantu and Smith",FUEL,"Maryside, Poland",POS,POSTED,2026-01-14 07:32:57
c73ee13f-b710-4caa-b516-0805cb9fafee,75c68728-f6c5-46b2-9b98-03f163c04d6f,WITHDRAWAL,4137.331163404051,INR,2021-05-29 21:36:43,Green Group,GROCERY,"Port Tonya, Belize",ATM,POSTED,2021-05-30 03:37:52
6daa6a95-0cb9-493c-8b14-6a807349a7ec,a0d19955-04cd-48ec-af58-d943e69ecc5a,WITHDRAWAL,13534.498113620117,USD,2012-09-17 05:53:34,"Boyd, Parker and Ward",OTHER,"Suarezport, American Samoa",ATM,POSTED,2012-09-20 04:28:30
a692a618-1075-4ae2-8627-06a369fa4e67,07b6ee11-901e-4ab0-af57-61a5647afb5b,TRANSFER,527.0994673435886,USD,2011-09-27 20:05:28,,,,ONLINE,POSTED,2011-09-30 13:55:43
f25b107c-7d79-44c4-a9b4-d650fea003d0,081b6261-24bf-42e8-b6f4-8a69f6b9443b,PAYMENT,2836.132880413459,USD,2015-09-01 12:39:02,"Lopez, Jones and Carey",ONLINE,"Port Stanleyview, Libyan Arab Jamahiriya",ATM,POSTED,2015-09-02 17:37:24
7ea03c34-1d76-4e39-80f4-195cf190b15a,42db02b2-a6d5-4504-ae2b-bf3795a9267c,WITHDRAWAL,2527.8574702634246,USD,2018-05-01 16:49:20,"Melton, Whitehead and Black",FUEL,"Erikaborough, Gibraltar",MOBILE,POSTED,2018-05-02 06:24:46
702011bd-9b1e-46a5-a663-61a3347a4087,f5d6f1d8-a95d-478d-8c7d-c9271d2e65e2,DEPOSIT,3856.6005508693115,USD,2018-04-19 06:17:04,"Cohen, Mckinney and Castillo",GROCERY,"Michaelmouth, Guyana",ATM,POSTED,2018-04-20 06:19:25
7a342364-0ad8-4410-bdfe-9e8fda8d2aa7,43ac8c7b-ee33-48aa-8052-a22420cc32ce,WITHDRAWAL,16109.31105816214,INR,2021-08-15 05:06:28,"Vasquez, Reyes and Kelly",UTILITY,"Fordside, Congo",MOBILE,POSTED,2021-08-17 23:03:37
03bbd3d6-da01-4256-af5f-e80303b55c63,f1130d6d-eb59-4842-bd9e-544603f9280c,DEPOSIT,1209.4798093181607,GBP,2022-05-02 12:31:53,Hill LLC,ONLINE,"North Hannahton, San Marino",BRANCH,POSTED,2022-05-03 20:01:40
d0492501-3756-47f5-a83c-205d500cd3d5,870f90eb-09e9-4791-a810-f227acb54a4f,REFUND,820.1291583620114,USD,2014-08-23 06:56:26,Ballard Group,UTILITY,"Heidihaven, Bhutan",ATM,POSTED,2014-08-23 08:06:37
fb2eb362-0175-4877-b980-eaa704a2693a,612fae0c-6412-4fed-8166-96dac23f473c,DEPOSIT,2277.1388639131724,USD,2017-07-02 07:17:15,Howe Inc,FUEL,"Jasonberg, Cayman Islands",BRANCH,POSTED,2017-07-03 11:01:25
9c7cbcd9-4bc1-40da-bf6d-8f95463e965f,a5900a1e-e38f-4121-acc2-d68665202876,TRANSFER,4737.3205832909925,INR,2014-06-29 11:27:29,,,,POS,POSTED,2014-06-30 02:56:19
21f13132-e1c6-4e8a-9062-a13bf5340427,698d25e4-1a8f-4eee-a0c6-d55bf2962f0b,TRANSFER,2537.6318118662566,AED,2015-07-24 09:23:24,,,,ONLINE,REVERSED,2015-07-25 12:13:10
a6d44bf4-304d-442a-9f4b-fe4d75235989,dcb2e6ed-e4e1-424f-a938-661d656481ca,DEPOSIT,4819.946931508017,AED,2022-12-23 13:08:08,"Dixon, Ruiz and Hall",ONLINE,"Lake Peter, Bhutan",MOBILE,POSTED,2022-12-24 23:13:27
cfc8e573-fab8-41dd-9cdd-96c034a71f83,90bb8bf6-e53b-4e1f-a3d1-fb13fe0a2050,DEPOSIT,4751.484948646205,AED,2021-12-02 08:54:16,"Hernandez, Odom and Alvarez",TRAVEL,"Lake Paige, Ukraine",ONLINE,POSTED,2021-12-03 18:35:32
3ca877c1-510b-407b-92b4-4269e59732ac,23544538-066e-44eb-9ba0-b793b42bdd4d,WITHDRAWAL,839.048118894859,INR,2025-10-05 22:18:15,Johnson and Sons,FUEL,"Lake Jonathanhaven, Netherlands",BRANCH,POSTED,2025-10-06 14:11:40
568ff436-c331-4d3b-8c23-15cd51683510,3302128f-16de-4a1d-b0aa-61527366371a,WITHDRAWAL,475.20571850753714,USD,2018-08-24 18:49:38,"Owens, Green and Johnson",GROCERY,"Port Holly, Chad",BRANCH,POSTED,2018-08-26 22:12:04
eb04a9ec-4f81-4a77-ae51-32aea8b56dc8,339a1378-54cb-408c-b9c3-3e61c5a9d12f,DEPOSIT,4169.40260100371,AED,2013-07-10 12:54:41,"Montgomery, Roberson and Liu",UTILITY,"East Jodiburgh, Albania",BRANCH,PENDING,2013-07-12 15:02:30
739f5e95-2dfa-4da9-b756-a0f77f31bb73,9cd6996b-8ac2-4694-93ef-cf69cbdbe209,PAYMENT,2439.8625839942833,INR,2011-06-07 07:03:32,Hogan-Simmons,FUEL,"North Jennifer, Sri Lanka",ONLINE,POSTED,2011-06-08 16:59:08
413c18cd-8bf1-47e6-84e4-838e409bc639,0a84d0b5-dd53-47f9-9a5f-3b4bd3cc8e7c,DEPOSIT,1411.5799906855402,USD,2015-03-15 07:56:32,Watson and Sons,FUEL,"Perkinsborough, China",MOBILE,POSTED,2015-03-16 18:16:56
6503bba7-618f-4bb0-8b31-c95ddc15402a,6866ab90-259e-42b2-a60f-0ab6f8dc2236,FEE,8970.818517807782,INR,2022-06-09 05:49:01,,,,ATM,POSTED,2022-06-12 02:24:20
550bffaa-558e-4e98-8934-da9a81ac34c3,5898ae9e-381b-40d5-b0d7-09afe0b958da,WITHDRAWAL,4022.74883279285,INR,2025-11-14 12:16:33,Lester-Davis,ONLINE,"New Elizabeth, Belize",POS,POSTED,2025-11-17 12:14:22
185f6888-1072-4443-bdf0-a13c8ff66330,3f12635a-6aa1-4f5e-b50a-de198552b18a,DEPOSIT,4343.491451402117,EUR,2022-12-23 06:38:43,Ramsey-Harris,OTHER,"Lake William, Hong Kong",MOBILE,POSTED,2022-12-25 18:01:15
653edf3d-3e83-40a2-82de-05de398d38d2,27ebe0af-1782-40c1-8388-fd4348bc5d59,PAYMENT,4729.728427961161,USD,2017-08-17 22:58:39,Reyes Group,OTHER,"Lake Davidview, El Salvador",MOBILE,POSTED,2017-08-19 15:20:00
3cfa7b38-40c5-4c33-b990-d2eebc1f67e3,d67f7d99-320e-432a-aae9-b5f521fd7453,DEPOSIT,1876.5742924000613,USD,2016-02-04 12:37:55,"Cross, Lopez and Barrett",UTILITY,"Hessfurt, Kazakhstan",MOBILE,POSTED,2016-02-05 18:59:32
48e7493f-8ddc-456a-aad6-b99c41ae4c98,a3d21f5e-ac2d-4f16-b1da-06e284f480c4,TRANSFER,239.76188886036763,USD,2013-04-22 23:32:29,,,,POS,POSTED,2013-04-25 03:28:33
3702d6d7-55a9-4857-a577-7cd8d73818c7,43e2d7bc-4b45-4163-9468-dda83bc2c6c0,WITHDRAWAL,10216.38102914958,INR,2022-07-13 14:09:36,"Burch, Simmons and Acosta",TRAVEL,"West Leahland, Trinidad and Tobago",MOBILE,POSTED,2022-07-14 02:15:18
97d42a21-effc-4be1-b98e-f876fa3ffac5,1a79d3e4-198e-44c5-983f-1a260d27a329,WITHDRAWAL,2459.262083892126,USD,2010-05-06 08:27:55,Norris-Wilson,GROCERY,"Cameronton, Turks and Caicos Islands",ONLINE,POSTED,2010-05-06 11:05:58
3cc7f685-012e-455c-ab53-f5ec3e491159,bed8cfd1-d7dd-4d78-af1f-65b311f2aac4,DEPOSIT,2219.595550490826,INR,2012-01-06 21:03:49,Moore-York,GROCERY,"Lesliehaven, Pitcairn Islands",ATM,POSTED,2012-01-09 12:09:57
2d7b69a2-46a1-4273-960e-15d2e27625af,c42617f4-d4bb-482e-84fc-01ae53156898,TRANSFER,3606.342717585285,EUR,2022-11-05 22:19:22,,,,ONLINE,POSTED,2022-11-06 15:31:13
e7e1f473-48d1-4994-afb1-bde6043c6645,84b435f9-0883-4e50-8d99-a479a65b4037,PAYMENT,4801.839091724528,INR,2022-08-19 05:51:09,"Reynolds, Tran and Thomas",OTHER,"West Marcusport, Northern Mariana Islands",BRANCH,POSTED,2022-08-20 23:35:21
9d1187e5-40dd-4359-913e-917fdde982eb,5bf4e9f9-0771-4141-b877-bf7b5f71e781,WITHDRAWAL,2380.2692481556514,EUR,2022-05-29 19:04:39,Armstrong and Sons,OTHER,"Carlberg, Kenya",ATM,POSTED,2022-05-30 19:23:47
6968f4eb-77eb-4fdf-98b1-5ef3543df2d1,ae8cf027-b80a-4849-b298-ca4cd20f59ff,TRANSFER,1516.5696970722986,GBP,2017-12-11 13:53:19,,,,ONLINE,POSTED,2017-12-13 06:46:06
1f61cfc1-f6a9-4261-9929-362723cddc72,cea1c6e6-bd52-4465-a0f6-1c20da5db271,WITHDRAWAL,2957.6020299194956,INR,2017-09-12 11:28:26,Roberts Inc,TRAVEL,"North Natashamouth, Latvia",MOBILE,POSTED,2017-09-12 21:04:38
6ebf5c39-168f-4210-ad9d-ca1c456b9ca2,eb664c3f-6761-48d7-b170-0a9cdda37565,PAYMENT,3587.7820781686114,USD,2023-03-12 09:10:05,"Rodriguez, Gallegos and Alvarez",UTILITY,"Donaldberg, Malawi",BRANCH,POSTED,2023-03-13 14:05:33
4bbde639-4a40-4995-85b3-1806936552aa,0c5cf348-d946-4389-8361-f1364636f4d2,FEE,10424.388955676868,INR,2013-01-03 05:30:54,,,,ATM,POSTED,2013-01-03 13:35:48
90f5ea2c-e03b-4bb5-b4c7-c82e71d458b4,d5999b52-9807-4b06-bf30-1a1759f954f6,WITHDRAWAL,1837.8373312595784,GBP,2025-07-13 23:47:37,Thompson PLC,ONLINE,"East Chad, Puerto Rico",ONLINE,POSTED,2025-07-15 19:30:49
ea63e79d-0e80-498f-a3a0-abd6eadec19b,c80b808c-884f-4bce-98a0-c126e2c728fe,PAYMENT,2978.712478024945,GBP,2011-09-08 18:04:05,"Glenn, Gilmore and Walker",GROCERY,"Frankhaven, Tajikistan",BRANCH,POSTED,2011-09-09 05:32:28
