RISK_ID,PARTY_ID,RISK_MODEL_NAME,RISK_SCORE,RISK_CATEGORY,REVIEWED_BY,REVIEW_DATE,RECOMMENDATION,CREATED_AT
ec51e5a2-9692-4e4e-994c-3f1eb8ab36b7,f60b3f7d-c9fe-4c2a-bb2a-148a7b4c46ec,MODEL_A,21.241661585121964,Low,EMP2013,2026-04-08,Proceed,2026-04-08 11:59:23
a8488661-0b01-41fa-8b11-76947b5b105e,d0f51be7-e482-412c-88d9-3c16056ac23c,MODEL_A,77.7238668365258,Medium,EMP2012,2026-04-08,Monitor,2026-04-08 02:48:39
65fb8d67-7458-41e6-ae47-b1676adbaef2,8cb516b4-beea-4391-9a40-79aa259e314b,MODEL_B,51.03183278565302,Medium,EMP2018,2026-04-08,Monitor,2026-04-08 06:59:27
a5394148-84e5-48bf-811d-4b600b71b8ae,4556d565-abaa-4584-aaed-2bd84d62cc3d,MODEL_B,72.51411033089997,Medium,EMP2020,2026-04-08,Monitor,2026-04-08 01:57:58
1c4cc26f-728c-40f0-88ea-bd348b0ea306,fb7d8444-de2b-4b3f-89c9-5cd30ac3001b,MODEL_A,56.16384296392417,Medium,EMP2010,2026-04-08,Monitor,2026-04-08 05:53:19
47904aae-5c82-4cdb-818d-03d04ba6cde8,6f7226d9-04e1-4969-8e44-729b88e9603e,MODEL_C,79.33485890733047,Medium,EMP2015,2026-04-08,Monitor,2026-04-08 08:58:50
9864293e-5fbe-4d47-a23a-9c8604caf59c,42827b64-26bc-4504-af9b-92c572685656,MODEL_A,26.53035886658269,Low,EMP2015,2026-04-08,Proceed,2026-04-08 06:37:14
698ef894-a643-4686-89b5-d9b90c01ea46,f7658dae-d1a1-4b4b-a143-02be7239e52d,MODEL_C,48.13220103230685,Medium,EMP2015,2026-04-08,Monitor,2026-04-08 04:18:10
ad77b1a8-c243-47e9-8036-90e4bf69549e,2fd0fcc8-1b8c-40cd-99e6-4a23f9b6f3de,MODEL_C,11.562687130455384,Low,EMP2014,2026-04-08,Proceed,2026-04-08 09:48:12
846489ec-7049-4181-8956-e6c15715f49a,f9174891-85a0-4055-966a-0285de223989,MODEL_B,44.78316583498946,Medium,EMP2006,2026-04-08,Monitor,2026-04-08 09:23:38
877ec0e1-880b-4d4e-baa2-aefbe5a0cae7,8ebb2a81-4161-4e4e-83f4-56ddd79b4baa,MODEL_B,98.96397025575143,High,EMP2018,2026-04-08,Enhanced Due Diligence,2026-04-08 04:51:17
68be975c-bceb-498d-9794-061bbde7bb22,639d8a4a-6b9f-4881-8c9d-d1ef6b00bf63,MODEL_A,80.55146030140392,High,EMP2019,2026-04-08,Enhanced Due Diligence,2026-04-08 09:55:41
d743a4f3-eced-46ea-a55f-c3fbe3aee3c9,50a7bdb0-0649-43f3-aff9-2d7f2806d51d,MODEL_B,93.32372697707827,High,EMP2015,2026-04-08,Enhanced Due Diligence,2026-04-08 09:35:09
a7a5d856-9592-4463-ac21-ef4aff1e3c80,96015bd7-dd99-45b0-b48c-55ce41ddfd2b,MODEL_C,53.747462927281255,Medium,EMP2014,2026-04-08,Monitor,2026-04-08 10:29:47
2d478621-4666-47e5-9d4f-346aa91f2903,049618d9-fdc7-4d44-a4ce-54438bf5be20,MODEL_A,32.108423274631214,Low,EMP2008,2026-04-08,Proceed,2026-04-08 13:05:42
08bd22ec-dc9f-42a6-a395-40ac3dea39ce,f0f8fd88-50f8-4e45-bd85-4590e20ae608,MODEL_C,18.812202119607146,Low,EMP2004,2026-04-08,Proceed,2026-04-08 10:18:02
0d29f086-e3d6-4a4f-8a90-d2dedb27d012,985b3e13-942f-484d-ab5d-8105ba30445f,MODEL_B,1.1647533565367185,Low,EMP2005,2026-04-08,Proceed,2026-04-08 08:34:32
d9678956-eeb5-4263-a101-32c83810619e,3c203d9f-9839-4051-ad9f-09a952634ee5,MODEL_C,61.82364932183766,Medium,EMP2006,2026-04-08,Monitor,2026-04-08 06:50:03
92c314b1-e4e6-4790-b7af-9c6ef4d95be0,5af3a3ba-0792-4840-b293-6e184a00307b,MODEL_B,72.48054268163062,Medium,EMP2011,2026-04-08,Monitor,2026-04-08 03:09:47
104deed4-1ac4-4356-88d3-c6bffdb99ae2,3708ed67-3eb3-4067-bf12-b03f382c447f,MODEL_C,25.103574702374164,Low,EMP2002,2026-04-08,Proceed,2026-04-08 02:28:34
c918e50c-1468-4838-85ce-251aea1adf37,036a0420-af39-4730-8d7c-8ae3b874f2a6,MODEL_C,65.19941669954007,Medium,EMP2004,2026-04-08,Monitor,2026-04-08 01:50:49
b09faa71-d7e5-4808-bfd1-194ac003756a,7a3b0cf2-f2d8-4e6b-a0ad-71fa43614d16,MODEL_B,49.940187269585834,Medium,EMP2008,2026-04-08,Monitor,2026-04-08 04:47:29
71443163-8163-4a60-8311-1ea93b68c209,6037b9ce-99cb-40f2-9e1a-4a47c65a0877,MODEL_A,17.50990986989015,Low,EMP2004,2026-04-08,Proceed,2026-04-08 11:27:03
20c2adb4-0b42-4fa4-8b13-f7641278ae51,dc2f61cd-d56e-4cc7-8c19-f9ac9e57227d,MODEL_C,56.08077730591757,Medium,EMP2020,2026-04-08,Monitor,2026-04-08 03:16:59
695ed445-fd85-460a-9e2a-e61c2b1319e5,44765248-4b61-46d7-908f-6fd157e6bdf3,MODEL_A,66.81338082690871,Medium,EMP2013,2026-04-08,Monitor,2026-04-08 01:24:59
f79c37b1-2a6e-4532-a9ed-92b74b8a6816,c92e6acd-e99d-4e61-be9d-8a1531eddac7,MODEL_A,88.86845739223601,High,EMP2016,2026-04-08,Enhanced Due Diligence,2026-04-08 04:53:47
b7779186-0e48-4271-9a7e-180e7673c975,7a05aa3d-4b79-44c5-bce5-016b69c9c114,MODEL_C,36.64616011028905,Low,EMP2010,2026-04-08,Proceed,2026-04-08 05:59:09
34a8ebfd-7aba-440e-96b2-df013d5d430b,f2cc08f2-ba97-4f6e-bb54-f07fea520b04,MODEL_C,80.972229457436,High,EMP2011,2026-04-08,Enhanced Due Diligence,2026-04-08 02:40:31
baa6e903-2013-439c-a5d8-44773139ce62,439235ea-d268-4066-98db-df768c5ea3f9,MODEL_A,29.062013395591503,Low,EMP2017,2026-04-08,Proceed,2026-04-08 05:22:44
b4e1d8ba-8705-4b6c-9f6b-0df032c00d41,dff4e3b1-c291-4bd5-ba28-6931bfbf4049,MODEL_B,45.780689608716095,Medium,EMP2017,2026-04-08,Monitor,2026-04-08 03:55:07
cf060e1b-b768-47c0-93f5-ebf4fc301e29,322de3a4-fa35-458d-b64f-fc88e074ab55,MODEL_B,74.26767287680163,Medium,EMP2019,2026-04-08,Monitor,2026-04-08 07:35:10
7ca91042-2cde-41df-acf5-d44b14be13c1,173e0fa2-b85c-4596-9ad4-52eb4a458feb,MODEL_C,77.92513175050495,Medium,EMP2004,2026-04-08,Monitor,2026-04-08 01:59:22
dd69d118-8240-43a1-92b5-9952c282e65b,e8633807-4b5e-4447-bcdf-080071ada024,MODEL_A,30.584716949912515,Low,EMP2006,2026-04-08,Proceed,2026-04-08 12:49:13
d700537f-b17b-4690-bd06-11a51308c163,5aff223a-5dd6-4dca-b4f7-fbcd1602419f,MODEL_B,49.07329889075661,Medium,EMP2004,2026-04-08,Monitor,2026-04-08 00:29:36
c189fb9e-5b16-4234-baf2-f48cb66a9c52,95298946-9de7-4b99-adb4-a0a523cc30a3,MODEL_C,64.1958457895804,Medium,EMP2007,2026-04-08,Monitor,2026-04-08 02:40:23
70bc4143-a4cd-4543-88ed-54763e87e173,f6b95200-7b15-458c-a7c9-f3be591649b1,MODEL_A,56.0830331014247,Medium,EMP2007,2026-04-08,Monitor,2026-04-08 13:13:35
c935422b-cb7c-4ea2-bc08-dce72773f725,57c4d67d-0e1b-4a91-a58f-910dbd59e29b,MODEL_A,48.8202530618365,Medium,EMP2004,2026-04-08,Monitor,2026-04-08 06:45:01
043064d3-a4db-47d9-8809-0c506a6a20da,4e69b021-3b1f-4f62-8fc5-4fa5784ea7b1,MODEL_B,48.29604389877266,Medium,EMP2018,2026-04-08,Monitor,2026-04-08 10:16:32
8a518b06-93f0-4b32-abbb-2007c9d83191,36e6f9b1-68d0-4954-9646-657bdfd30b38,MODEL_B,42.90183166919358,Medium,EMP2004,2026-04-08,Monitor,2026-04-08 03:38:48
3603e5d1-7a67-4e01-bab4-1e354b261b43,ca32fac3-854f-41ef-90c9-ed1b96b32df9,MODEL_C,33.65357873408363,Low,EMP2012,2026-04-08,Proceed,2026-04-08 06:33:35
71870c98-e714-4015-b18b-2767b964bfcb,6bafd3db-bfd8-485c-9863-880b115b37b5,MODEL_B,37.57631451804865,Low,EMP2005,2026-04-08,Proceed,2026-04-08 02:41:22
ebe2e035-0988-4c33-b55e-b1932d5bf86a,fa9520c3-8fe2-46fb-a6f6-2e623dd35167,MODEL_A,54.77455825344133,Medium,EMP2007,2026-04-08,Monitor,2026-04-08 12:56:47
973c51b3-84a3-40ef-b00b-a7f1bfff4433,72dd2167-962b-449b-ad54-e2d84f36ba29,MODEL_A,38.92392798799696,Low,EMP2013,2026-04-08,Proceed,2026-04-08 10:44:19
3b3e92b8-e177-47a5-bbad-e49b8b4c2e2a,57afcf5f-551d-4fc6-b9ad-ecfb3e5c5840,MODEL_C,95.35830004730109,High,EMP2016,2026-04-08,Enhanced Due Diligence,2026-04-08 03:14:00
5e6e7e55-56db-4da3-aea1-710089450639,e7f65e26-1463-4a2b-a176-a48e92c98495,MODEL_C,81.70298473432777,High,EMP2013,2026-04-08,Enhanced Due Diligence,2026-04-08 10:42:55
729a56c3-a81d-464e-b1d0-d6fcd0f3ffca,ae92004c-d1a4-4de0-baee-44905bd05276,MODEL_B,94.00959865417587,High,EMP2004,2026-04-08,Enhanced Due Diligence,2026-04-08 11:08:37
6ee770dc-18f6-4d95-88c6-10c84c19e0d9,056da749-2129-4123-91e4-23d3876e6be1,MODEL_B,59.03586747497993,Medium,EMP2004,2026-04-08,Monitor,2026-04-08 13:05:16
616eb6bd-8e9c-42b5-a342-2938bb07ae94,d28e9b13-11f5-403b-8238-b8cd4488695d,MODEL_B,53.41008298956042,Medium,EMP2006,2026-04-08,Monitor,2026-04-08 02:28:07
acbe1986-999e-4ca2-9eb0-77946eead4b3,e68c59f8-8e29-4597-9fe1-65ac33f4be60,MODEL_A,8.119852512768965,Low,EMP2016,2026-04-08,Proceed,2026-04-08 12:32:47
683015dd-2050-4c55-962d-037b12ff499b,88a3e3e4-b73e-4294-9206-f28c54fedac1,MODEL_A,83.33597512401985,High,EMP2013,2026-04-08,Enhanced Due Diligence,2026-04-08 05:26:06
db6e604f-a32d-4c4a-9fea-cd9cc6f44023,0d1c107f-ad31-4074-b367-a1328488e9cb,MODEL_B,32.913586522059035,Low,EMP2008,2026-04-08,Proceed,2026-04-08 12:55:29
b46c6504-606c-450c-9b9d-b2b82f1179e4,12085708-986c-4da3-9d26-b19534d890e2,MODEL_A,98.61473768224202,High,EMP2020,2026-04-08,Enhanced Due Diligence,2026-04-08 07:41:17
8bd305ad-2120-4eeb-a7a2-d77861836f8f,49d996f7-46de-47b1-984f-17da5b0afc61,MODEL_A,26.66128452168065,Low,EMP2009,2026-04-08,Proceed,2026-04-08 10:55:56
829bbdea-d9d8-4631-b171-57a28840eb13,468572a0-c5ee-4d27-b323-6296d157f5da,MODEL_B,9.870335358312477,Low,EMP2006,2026-04-08,Proceed,2026-04-08 11:06:16
e2aeec2c-8a69-44b3-8d13-e10acb6e56f5,cd692606-70af-44f7-85af-4a0886a6680e,MODEL_C,4.978178515141107,Low,EMP2014,2026-04-08,Proceed,2026-04-08 01:46:26
93a5aea6-8fdd-4fee-8a96-4bb2c66c64f1,538572f0-cdd7-4a83-acd1-c61a0b8a7480,MODEL_A,8.937003253254705,Low,EMP2020,2026-04-08,Proceed,2026-04-08 09:20:23
a417fd94-837f-433f-a5c1-c983b9ec600c,2149bcca-af5b-4475-87c9-4258da4670b6,MODEL_C,24.261142457485196,Low,EMP2007,2026-04-08,Proceed,2026-04-08 11:52:20
8c2d5577-0c6c-4f9c-b78d-2490d521b8bb,92639c79-d35e-491a-bdf4-2b0d761ea860,MODEL_B,94.90290571095508,High,EMP2005,2026-04-08,Enhanced Due Diligence,2026-04-08 10:48:08
a6e07517-7b89-4b99-a56c-8264b6746d6e,7616372f-71ba-437b-b3b3-e07f6199569b,MODEL_C,58.589093898588374,Medium,EMP2010,2026-04-08,Monitor,2026-04-08 08:40:19
44857372-53d3-4716-a0f5-870a4e4f1281,4f117010-b574-49d4-899a-f50714e9adf5,MODEL_C,12.878981107819154,Low,EMP2020,2026-04-08,Proceed,2026-04-08 02:21:08
cf7c400e-b92c-42d5-acc0-2ee174f99351,e8e25018-db85-4503-b1ab-c61ddb600d54,MODEL_B,15.642410544543939,Low,EMP2007,2026-04-08,Proceed,2026-04-08 06:59:11
0099973f-3666-4e93-b973-61f87537c096,f636a9e3-16d6-4ef6-b9e9-7f960886e540,MODEL_C,13.74029036594806,Low,EMP2007,2026-04-08,Proceed,2026-04-08 01:16:58
f0886b91-d4f3-4361-bebd-a51c7c9e638d,6eb13b01-57c3-4c1a-ad9d-9f56664e9ab4,MODEL_C,28.05445279544333,Low,EMP2013,2026-04-08,Proceed,2026-04-08 09:39:15
e78fad7b-ee34-4fff-a76e-9c357d8011ac,c138c45e-cbaa-49c2-b75e-ada8c6ca6d24,MODEL_A,85.28865248804752,High,EMP2016,2026-04-08,Enhanced Due Diligence,2026-04-08 00:06:47
8fc996d1-9b0c-4c31-8a83-258f1a2026c0,bf0ee25a-bbbb-486f-ba75-43bb9443ab86,MODEL_B,81.36695529034962,High,EMP2017,2026-04-08,Enhanced Due Diligence,2026-04-08 06:36:11
1e1b174e-fee9-4a5e-a458-9e50cd0a580f,f8f46c89-89be-457c-a9b0-1a1b677b0921,MODEL_A,13.59120750039995,Low,EMP2011,2026-04-08,Proceed,2026-04-08 03:12:08
42c20db4-960d-44ae-ad51-feec1b461484,76eece8e-c295-4329-b9d7-92d5cb300ff1,MODEL_A,96.76352497377665,High,EMP2003,2026-04-08,Enhanced Due Diligence,2026-04-08 05:44:38
c2151fce-6dee-42e3-8391-d9a30de642b1,312ea765-c800-40b7-83d7-e94a63ccd601,MODEL_B,17.899618793865013,Low,EMP2010,2026-04-08,Proceed,2026-04-08 10:01:36
ca2017f9-63da-4419-aaa9-5018acc07820,53acd2b5-39d1-471b-a2c2-8337489ce367,MODEL_A,84.36846985281878,High,EMP2005,2026-04-08,Enhanced Due Diligence,2026-04-08 07:44:04
3a08c831-a2b4-4eda-89c1-6248129bb621,349c346e-2605-4790-b89e-9c288740129a,MODEL_B,24.750322079763464,Low,EMP2017,2026-04-08,Proceed,2026-04-08 04:18:10
894e3f76-2c3d-4f05-b96e-9be88c4d2eb1,1193a221-be20-4b9b-831b-062271130902,MODEL_C,46.72477653557322,Medium,EMP2008,2026-04-08,Monitor,2026-04-08 05:11:00
69570eb8-8b74-4eda-860e-47052eb45869,a94921c8-17df-4910-838d-66fb64ae7904,MODEL_B,3.7380754654036785,Low,EMP2012,2026-04-08,Proceed,2026-04-08 10:10:58
ff07cd15-b364-4f86-af5e-48541f59b9b1,7af26273-fff6-4081-adeb-17b39e63c0c2,MODEL_A,96.63688456542438,High,EMP2001,2026-04-08,Enhanced Due Diligence,2026-04-08 04:46:31
1f80fab5-c79b-4837-8f1f-b250785f6c2f,1b557d46-23e0-4f8a-a8bf-aa23658c9f86,MODEL_B,66.45044265710162,Medium,EMP2014,2026-04-08,Monitor,2026-04-08 07:50:28
320d91c6-6816-4c2a-9d86-bde67cf5aa09,724195a1-92f7-4726-8777-e60d4812c9ab,MODEL_B,63.6266219573698,Medium,EMP2010,2026-04-08,Monitor,2026-04-08 07:56:00
bdfdf3bf-3057-44d4-b8fe-8905e8cb37fd,f5ee235c-4d7a-4659-a019-0135f6263d8e,MODEL_B,82.08579931249017,High,EMP2020,2026-04-08,Enhanced Due Diligence,2026-04-08 03:32:43
aa0498cc-8f1c-4cb9-8b5f-685a4660595c,ff6a7057-d740-455c-9af6-da94cf28a21b,MODEL_C,10.632470480132294,Low,EMP2012,2026-04-08,Proceed,2026-04-08 06:50:48
afa08e58-3957-4475-81b8-5c76a6002524,3744e4fa-2f76-415f-af95-a479fa46ee78,MODEL_B,83.21109590388919,High,EMP2008,2026-04-08,Enhanced Due Diligence,2026-04-08 03:03:06
2fc1d135-f922-460e-9226-d595092deee2,66f3657b-3d76-43ea-b627-ea4f19d62c51,MODEL_C,9.112369593022219,Low,EMP2016,2026-04-08,Proceed,2026-04-08 01:57:52
bcd99346-1d8f-4ecb-98b3-0d1d16d459e3,b7556229-58d5-499d-8052-c5ac4f5f3546,MODEL_C,24.569967437226236,Low,EMP2015,2026-04-08,Proceed,2026-04-08 13:14:24
78f26ac9-dc88-4108-a1a9-f0207b38071d,3d2d980c-2249-40ee-9b6c-b7c0c8927776,MODEL_A,29.668835782843605,Low,EMP2013,2026-04-08,Proceed,2026-04-08 10:16:24
46bd3722-08eb-483e-a554-04948b73533e,47b6cd40-acfe-4c1c-8f49-5567d001ddfd,MODEL_C,62.077625920881474,Medium,EMP2001,2026-04-08,Monitor,2026-04-08 02:55:39
fde0f5a5-efc3-4800-a4aa-e83b696f8bd6,c830894a-6f51-4df9-820e-94fbb97cc67d,MODEL_A,23.993536864997587,Low,EMP2004,2026-04-08,Proceed,2026-04-08 07:23:19
942ade10-93f6-415f-99b3-aa4d4d56fce4,cfe5a969-9a4a-4462-8bda-41b4e3f9d7ed,MODEL_C,58.4028563558954,Medium,EMP2001,2026-04-08,Monitor,2026-04-08 09:31:33
1f93c4a9-7013-46d5-aebb-f99f89d48df2,f8b16c16-e78d-4770-a604-93e64ed3b944,MODEL_A,90.48278014546392,High,EMP2018,2026-04-08,Enhanced Due Diligence,2026-04-08 00:20:22
6ba66ebd-1a40-46b9-9da5-29df7c5d92b9,87500e3f-9d6b-41e4-9166-44ab5bb983d4,MODEL_C,88.3484927400119,High,EMP2009,2026-04-08,Enhanced Due Diligence,2026-04-08 09:40:23
69f29745-ea6a-4471-9189-b75ad06e771e,11de92e3-c130-40fe-a65d-949dbb35d77d,MODEL_C,70.28811411027259,Medium,EMP2004,2026-04-08,Monitor,2026-04-08 04:35:56
bce08d94-d6f3-4b3f-be3f-d86655346f27,c2d2de7e-3a11-4eff-8f51-47623efafea4,MODEL_C,81.56005532535644,High,EMP2013,2026-04-08,Enhanced Due Diligence,2026-04-08 09:58:27
5a7e4793-668f-4b74-add9-e830c24f6ba4,5d75dc34-2e5f-4812-b1a4-8effc32e04c7,MODEL_C,28.991528565824975,Low,EMP2012,2026-04-08,Proceed,2026-04-08 05:49:26
4512f89e-b020-4a42-bde6-93004da05fdb,096a2e23-4551-4c1c-8bd5-808dc60d9ab6,MODEL_A,12.982230507932668,Low,EMP2019,2026-04-08,Proceed,2026-04-08 10:13:01
a3576494-4b3b-4212-a6d0-359be7bb237b,d61155bf-2580-466d-9e0a-5c7ffb51add4,MODEL_A,17.43249129724863,Low,EMP2002,2026-04-08,Proceed,2026-04-08 09:50:00
96822f15-97eb-43d7-9d9c-f81f3bfad1d8,a52d0913-6feb-4aa8-a7c8-35d3163bf84c,MODEL_A,70.93056575962389,Medium,EMP2015,2026-04-08,Monitor,2026-04-08 05:48:11
d482ce52-5742-4f6f-a96b-5d588688e3c1,70aaa0a9-ecde-46f3-8b77-2e529fba6db7,MODEL_A,2.483623768556964,Low,EMP2006,2026-04-08,Proceed,2026-04-08 05:23:46
a0811e2b-7e30-453b-b18c-38a1ea939a86,ca7d0e87-6aed-4dd9-8a8d-8c755595c31c,MODEL_B,42.21612066511423,Medium,EMP2004,2026-04-08,Monitor,2026-04-08 00:00:05
0fdfd170-2dcf-42ef-be0a-db06d9b3eb8d,661e29d5-5893-4b75-aa87-bf1813afb88c,MODEL_A,29.282807678271226,Low,EMP2014,2026-04-08,Proceed,2026-04-08 00:47:55
78439b83-c3c1-4698-9fac-3eb2b52eba25,c52f404c-1ae0-44d2-bfb7-0a22dd1d216d,MODEL_B,44.98218123902854,Medium,EMP2019,2026-04-08,Monitor,2026-04-08 04:57:05
94a31b1a-cabc-4eae-86c5-920f8bbe6cd5,13ebf544-b6ba-4e9b-8ece-6f39e502f818,MODEL_A,65.45785078546479,Medium,EMP2017,2026-04-08,Monitor,2026-04-08 07:28:46
