KYC_ID,PARTY_ID,KYC_STATUS,REVIEW_DATE,RISK_LEVEL,REVIEWER_ID,LAST_UPDATED
f20625ed-afe2-4e89-96ff-2f0617528f4e,6c255458-d097-4da6-9bde-62a020f95b17,Pending,2026-04-08,Medium,EMP1020,2026-04-08 06:20:49
b6332adf-36f5-42be-af12-7409319058ea,0e26d638-b9b8-4709-afa6-60f5f3041a8b,Verified,2026-04-08,High,EMP1007,2026-04-08 08:39:34
258552ae-7375-4259-b235-8e4d794de1d7,17e239fc-459d-4c28-8354-d421bc98f918,Pending,2026-04-08,Medium,EMP1014,2026-04-08 04:38:37
8c388411-dc41-4380-8c65-c36fdc38cba9,bbd9605b-fb2d-40de-ad99-288a42fa8dcd,Verified,2026-04-08,Medium,EMP1005,2026-04-08 08:26:24
9e1bd16f-c41b-4086-aff3-10ca98110064,a809686e-fd22-4f6d-996f-5767d11b2f4f,Verified,2026-04-08,Medium,EMP1020,2026-04-08 01:22:24
82839b2e-f8bd-4c7e-97ce-e6194588cf68,c011f488-1b37-4001-81ea-06ced09781d9,Pending,2026-04-08,Medium,EMP1018,2026-04-08 07:35:19
a500563e-3a0e-42e5-a574-6774eaf8cc3c,dd5ff92e-b91d-4165-b47c-e20126291175,Verified,2026-04-08,Medium,EMP1015,2026-04-08 02:43:38
3d6b805e-0323-4e27-85b2-d8dcbc7e7ea2,e6347a1c-7079-4224-a7ae-7fc868b1222b,Rejected,2026-04-08,Low,EMP1004,2026-04-08 00:40:23
8952346c-82fc-4e18-b7a7-e9936c3aea07,56e1eb6a-f9ab-4ca9-bce5-89e7067f606e,Pending,2026-04-08,Medium,EMP1002,2026-04-08 11:04:54
da4bec65-3095-4cbf-a062-ffe15e271c0c,83a64725-52a3-4b90-adc0-532174e2c8f5,Verified,2026-04-08,High,EMP1004,2026-04-08 04:12:46
e722b51e-6f9e-40cf-b7bb-4ec1265d3ce3,ebc8126a-7baa-43b7-a58e-a39d07dca0a3,Pending,2026-04-08,High,EMP1004,2026-04-08 06:54:36
4cadd0c1-bf5e-49f5-b2b8-c44700992a47,c6633e42-a1b0-4ae2-8f38-034c82e4944b,Verified,2026-04-08,High,EMP1007,2026-04-08 02:12:30
8081f5f5-15d0-417b-9833-3add337f3f9d,a136cb90-bae6-4727-8c45-d7fe8b47648b,Pending,2026-04-08,Medium,EMP1014,2026-04-08 04:23:00
d95e5d83-f141-4e15-a254-f77d7afcbab5,d5776d35-51ca-404e-b3b7-0fc480e50e1b,Rejected,2026-04-08,Medium,EMP1008,2026-04-08 01:11:22
1ca12814-fd5b-4b71-860d-3db27d1eb0d4,77f53a16-3971-4f75-9868-c0b9a2157319,Pending,2026-04-08,High,EMP1020,2026-04-08 11:09:54
ef78b872-8418-4bde-85d0-bcdda81779de,a72c4f4f-27a3-4fd9-8054-6f7618aa3e38,Verified,2026-04-08,High,EMP1005,2026-04-08 10:36:53
cfe2e932-a9c1-4371-b785-52d95414b346,05364f1b-c120-468d-b465-df6a55f82314,Verified,2026-04-08,High,EMP1011,2026-04-08 07:38:15
5076e1d3-128c-49d2-827d-77972fa4c001,a89dde97-6cf6-4f66-bae1-bc925d5745c2,Verified,2026-04-08,Medium,EMP1003,2026-04-08 08:02:40
b891601a-c6e6-4fb4-8fbf-0c5897aa8ea3,d314ac6c-7a15-4b29-9e3f-7cf333c74827,Pending,2026-04-08,Low,EMP1009,2026-04-08 13:21:17
804becae-53d7-4580-a4b0-c2285aac6fe8,05d1a305-8704-4708-bb2f-383434f9c751,Pending,2026-04-08,Medium,EMP1006,2026-04-08 03:05:15
e2514717-3804-4c71-8588-2507b4b174a9,140c3aa0-a108-4b30-b399-ab4164cd9958,Verified,2026-04-08,High,EMP1003,2026-04-08 08:44:25
ae31fc5a-f24d-46c6-a602-74aa26fc2c33,9c5e8c0d-1db0-4b94-8784-ebd9fa642933,Verified,2026-04-08,Low,EMP1014,2026-04-08 00:46:37
f03a8966-6905-48ef-8f17-574d30a3ff31,fcbc5cdc-6936-4539-874b-971c72f8c96e,Verified,2026-04-08,Low,EMP1014,2026-04-08 06:59:38
58b6d940-4cd4-4525-ba86-a5d898f3aa2f,80b0cce7-7572-408c-a160-115e354d3e52,Verified,2026-04-08,Medium,EMP1004,2026-04-08 05:31:23
42e5d8d3-ffd5-41d0-b22b-f4433ac510de,90d96b09-61d6-457b-b866-afe79d74a002,Verified,2026-04-08,High,EMP1016,2026-04-08 10:25:56
0b37a409-8e88-45f9-a6b4-73ba0439ac58,f1a15609-0d6e-4f8e-9717-4418ba55fcf4,Verified,2026-04-08,Medium,EMP1006,2026-04-08 10:12:26
8531c2cf-a27a-4849-9055-a35ac136b8d2,d2f210d0-d675-48d4-826f-a1b654e76a18,Pending,2026-04-08,Medium,EMP1002,2026-04-08 03:44:54
d48bd52a-e7d5-4e12-825d-ef6e733c23f6,c19706da-ebf4-4dbd-9918-bf7c16d32a2e,Rejected,2026-04-08,Medium,EMP1016,2026-04-08 03:14:18
6d033350-de8e-4544-b904-fda19281e90b,8259ed4f-fdaf-4e52-94c1-0b7b35902b9f,Rejected,2026-04-08,Medium,EMP1007,2026-04-08 02:32:29
eac15475-51a4-49af-8d2f-c6d0394ef953,eeeb1589-3773-4514-bcb7-3b3b50eb2905,Verified,2026-04-08,High,EMP1019,2026-04-08 04:44:21
8ee2e594-aec5-4931-aa7b-d66a6a8355bc,8f9f1b3e-91ae-42ad-b48e-ec54468d7a31,Verified,2026-04-08,Medium,EMP1003,2026-04-08 11:07:59
05c87aae-ac2b-4c16-97f7-8c1c6b441b10,74cd6fa6-3405-4f97-b633-122d83be8f40,Verified,2026-04-08,Medium,EMP1018,2026-04-08 03:39:01
08c09c49-11f5-4a86-b0f4-bdeb42eb038b,d1ecd58d-dd6a-4072-807e-f4c78ad7c773,Pending,2026-04-08,Medium,EMP1001,2026-04-08 12:58:02
bb44f0b7-d936-4006-8e43-75e39944af8c,a199c25f-e44a-49f4-9bb9-5200df021751,Verified,2026-04-08,High,EMP1010,2026-04-08 11:29:58
a62208ea-a8ed-4dee-9925-d6a238a3e436,8c2d1315-0988-47c6-b929-d25103e68a4b,Pending,2026-04-08,Medium,EMP1009,2026-04-08 09:55:01
947c5d8f-d355-45d7-a59d-1b292cfcdc9f,f6cf37e5-d4e9-4765-b8dd-b04888a6438a,Verified,2026-04-08,High,EMP1020,2026-04-08 07:19:45
dff9d32b-9532-4b22-baf6-ed88ce80ead2,d92e818f-ae26-45e5-9c7f-edc7d3ecbba5,Verified,2026-04-08,Low,EMP1005,2026-04-08 01:47:01
76003e67-1afa-4a7e-831c-5eed36de67d1,d88a34b5-ff85-4ce0-8e8a-227a5667cbb5,Pending,2026-04-08,High,EMP1012,2026-04-08 01:57:28
7c35c416-e1ab-4291-9b1d-fa131d8d3d56,a6ed30f3-3a4d-4db7-979d-80d7982c0da6,Verified,2026-04-08,Medium,EMP1020,2026-04-08 12:56:52
438edef7-c1c3-499e-8999-93dc7baa3e1a,ab17c026-8754-49a6-9fcc-14a63025ef3d,Verified,2026-04-08,Medium,EMP1006,2026-04-08 11:02:08
cc338331-e582-4d6e-b43a-9aa8124d5e2d,389a493b-0190-4edf-b3a9-f8e1c8a05c42,Verified,2026-04-08,Medium,EMP1006,2026-04-08 13:17:37
fd834ae4-aa6e-4443-b90a-f78e28a6acfc,690cd5c6-1af4-4d8d-b505-a0de6397202f,Rejected,2026-04-08,Medium,EMP1005,2026-04-08 05:38:02
acabd0d7-15ee-452a-b801-4b42c1c74ccd,2c640dcc-0e1a-4a59-af5c-77689355c4f1,Pending,2026-04-08,High,EMP1014,2026-04-08 11:42:15
074bfb34-e352-4dc8-958c-ca864817d734,201ebce8-6845-4477-a7de-0e574cedf739,Verified,2026-04-08,Medium,EMP1015,2026-04-08 03:47:11
c3cc1020-14e1-45a8-b00b-2dd437a6c93a,f5d1c5b1-6bff-4f04-9134-946774150d5d,Verified,2026-04-08,Low,EMP1017,2026-04-08 01:10:44
7ee3897d-b01a-4660-af31-cd5e50171f3e,4b88608a-b4dc-4dfb-8606-5c3384b7dcd5,Verified,2026-04-08,Low,EMP1002,2026-04-08 09:40:55
6901539e-ee81-43c6-b3cf-7325b627f12d,acc8593e-57b0-4b9a-816c-83f939d81e63,Verified,2026-04-08,High,EMP1018,2026-04-08 05:30:35
be3412f0-b729-4a3e-8794-fee7d748d965,0d182049-c5c7-434e-9230-7eb7f68f3837,Verified,2026-04-08,Low,EMP1008,2026-04-08 09:55:12
a07ea5e5-589c-41dd-bd16-f9b1507ade56,2d563e4c-0480-46b4-890b-94d8921f607c,Verified,2026-04-08,Low,EMP1006,2026-04-08 10:27:46
0c0be3fa-d4c2-4bec-bd7f-2115f8e7a618,d0616f83-0fb8-4efa-8091-cd8f19a5e53a,Rejected,2026-04-08,High,EMP1018,2026-04-08 07:46:44
1d43d97d-57e5-4d34-b315-6b550a1a2d25,bdc8ff9a-3249-4200-8192-47ac67880ca3,Verified,2026-04-08,Medium,EMP1006,2026-04-08 01:11:53
0c2b8c63-38e2-4807-b08f-3c647c8bfb5d,6e4358fa-658f-46e0-82db-5c363221b9ea,Verified,2026-04-08,Low,EMP1005,2026-04-08 06:01:27
b9f39907-3cef-4311-b623-f634c8d09920,a410a38c-a761-4561-840e-6a211228e124,Pending,2026-04-08,Medium,EMP1002,2026-04-08 07:54:58
ecef51f8-c1a3-4223-814e-2dc3e0f0bf50,88335fe1-2eac-4035-908f-1f1410b66e1b,Verified,2026-04-08,High,EMP1018,2026-04-08 12:51:59
e734db19-4f68-497a-845d-85e677973946,b02d1cb3-3a46-476f-8995-cf1cd1999c6f,Verified,2026-04-08,Medium,EMP1016,2026-04-08 02:43:06
a08156da-154f-4614-98cf-54b01eaa0d46,dc82dd31-729d-4132-aa3e-c6d0cdfa4263,Verified,2026-04-08,High,EMP1017,2026-04-08 08:03:54
8ea41998-feff-411a-8818-9903635a5694,21f57d36-fcd8-473b-8375-1d9aa41d531c,Verified,2026-04-08,Medium,EMP1013,2026-04-08 00:38:33
53de1b9c-399d-4633-a78e-faff1e2e000a,2721c12d-4f89-4b8a-96b7-3d0fe3ee3417,Verified,2026-04-08,Medium,EMP1013,2026-04-08 12:51:05
6a920692-ac56-467a-ac82-bfe98d90489f,325307cc-3aa6-4123-bd4a-a22dc5cc69f2,Verified,2026-04-08,Medium,EMP1002,2026-04-08 03:42:18
dbfceb74-b086-4905-9f9b-32e9833efad0,82875caa-2283-4bd6-b3a9-4119e724162c,Verified,2026-04-08,High,EMP1003,2026-04-08 09:20:55
e88d4ed6-82ff-4f00-8aae-3ae342876ed3,9228a1e8-a714-4a9d-9cf5-5b614f21ed4a,Verified,2026-04-08,Medium,EMP1002,2026-04-08 02:28:55
013864a8-6959-4273-9139-122b5d9e45d8,12c6047b-2ddd-495c-8e01-02dea2e10c5e,Verified,2026-04-08,Low,EMP1010,2026-04-08 03:15:53
17fbb51f-752b-401c-b39f-a75d00a245a1,ed9898b7-e305-47cb-be85-d12c25d549fc,Verified,2026-04-08,Low,EMP1005,2026-04-08 01:30:38
b3870ba7-fb87-4e3e-b82a-6c1bb0ddee4e,0ab54e19-d2e5-4c72-ab09-5b63140767d4,Verified,2026-04-08,Medium,EMP1020,2026-04-08 08:37:16
80005b8f-7f87-401e-afc5-3d20b74c45b7,c15dcd1d-ae58-4618-b4c2-2e750edeb633,Verified,2026-04-08,High,EMP1004,2026-04-08 04:10:03
d85b833a-eded-4fce-ae6b-a07a8e0bac63,055e7ab8-c1b5-4348-9e78-121dcc667087,Rejected,2026-04-08,Low,EMP1005,2026-04-08 02:38:13
1f9f92e7-e00c-4900-8bcc-fe3d708e3e44,c87cfbf5-bb9d-4e78-9f1a-3c8846f76028,Pending,2026-04-08,Medium,EMP1009,2026-04-08 02:58:25
af547164-60db-4c16-8a4b-234abf76caaf,4cfdd181-691c-4fa9-a413-4f589bdd0d8d,Verified,2026-04-08,Medium,EMP1017,2026-04-08 01:25:33
f269ece2-abc2-4ccb-8643-9568223caebb,5ee58343-205b-46db-84a5-43e1f7acd6ba,Verified,2026-04-08,Medium,EMP1019,2026-04-08 12:33:35
4071ebcb-1289-4ca5-93be-dfb19a97116a,059626e7-cefe-4a55-9aec-09baafe2e8b6,Verified,2026-04-08,High,EMP1011,2026-04-08 01:34:28
6f8859c1-c8dd-4c0e-9595-e552b48b205a,2c2ec075-7b50-4aee-ab18-1662bf512a18,Verified,2026-04-08,Medium,EMP1008,2026-04-08 12:34:54
521d8461-1a6f-47bf-a2e5-3d974828d8b3,3f9e07c4-2f9d-4376-9a88-c2e4e72d9608,Verified,2026-04-08,Low,EMP1014,2026-04-08 04:31:38
d38c2e9a-3337-4b39-91cb-7762b6277c4d,e89aeeb0-b16c-42de-8137-7d8ea42107b7,Verified,2026-04-08,Low,EMP1007,2026-04-08 03:54:35
6ae987b7-9fc0-42b5-b973-a9e6fd2d930a,559dca27-28b5-4dc3-8068-50435b5d2c53,Verified,2026-04-08,Medium,EMP1013,2026-04-08 07:48:44
a58f512a-ddb1-4a5e-9f34-d695c9f4645e,5b3493d4-eafc-4401-9cd8-6e60ecc179c7,Pending,2026-04-08,Low,EMP1015,2026-04-08 12:17:24
255e8b6a-28f4-434f-97a1-489ae2fe68fb,a9ad5a44-0dfe-40c2-9e87-2d47b17a9d26,Verified,2026-04-08,Medium,EMP1014,2026-04-08 10:51:32
30095d8f-3660-41a0-8542-93da35c09d98,ebce62b6-766b-4fc7-bf9a-81aed8dd84f7,Verified,2026-04-08,High,EMP1020,2026-04-08 11:22:41
8ec12ab7-aa21-4a59-a511-8ff8635102ce,76960035-bcdf-4120-9fd2-f33232085be3,Verified,2026-04-08,Low,EMP1011,2026-04-08 13:06:44
366d7c0d-622b-44be-b5b1-8aaa6e8c3c22,af14651d-5156-4132-b075-ebebcae4c04f,Verified,2026-04-08,Medium,EMP1001,2026-04-08 06:45:21
8dc14f71-fa1a-49ec-b0b7-37ca797b2581,3042032a-7ace-4ec9-90e9-ae0680c93fe4,Verified,2026-04-08,Low,EMP1007,2026-04-08 05:57:28
77385f2d-d8d7-43e8-bb5f-0fe7ce177954,9a7937b8-0768-4ea5-a616-ca8a80d19f72,Verified,2026-04-08,Medium,EMP1005,2026-04-08 00:13:13
4b0a9729-9b20-4c8c-9748-9cce3e44db6f,5d408006-cdad-4fb2-a9d8-adb532ca52e5,Pending,2026-04-08,Medium,EMP1011,2026-04-08 01:27:07
47e938e3-fc4e-49c4-bbb6-603b8e14476a,1bb66db5-aa3b-4493-849d-001b27eef8e8,Verified,2026-04-08,Low,EMP1009,2026-04-08 09:08:26
aa2e01c3-b6da-4f00-b58e-2690f0c59a39,35c9e1da-6248-459e-9620-e006f1d5430c,Pending,2026-04-08,High,EMP1018,2026-04-08 00:05:10
1e490667-fb86-4038-95e5-46c447e80c80,c4cfccd2-6aef-4a95-81e7-3e421c7cc451,Verified,2026-04-08,Low,EMP1003,2026-04-08 05:22:56
f619509f-8e62-4c3e-bac4-f403a912a9d9,d99eb11d-0ed1-4bd7-9e7e-b9a9751b2454,Rejected,2026-04-08,High,EMP1014,2026-04-08 06:18:10
9960a852-5e82-4e6c-ae29-970ebe7ad92b,69c0500e-11fa-4975-92c8-bf4d84729fe1,Pending,2026-04-08,Medium,EMP1017,2026-04-08 07:21:52
bc3ca8f3-e317-4f4e-8fa3-3085a5ed2e84,7d5ba3d6-5d71-407a-a7ec-365c92496fe4,Rejected,2026-04-08,Medium,EMP1009,2026-04-08 07:44:24
39075be4-3cfe-4959-b783-ec317be7228e,5f36c1a6-5a12-42e3-8631-9e14be0f1af8,Pending,2026-04-08,Medium,EMP1009,2026-04-08 07:02:23
9e25b17e-e5c0-491e-9286-3f87aa333ab1,95b64795-dbfd-447b-874a-9de0d6414cdb,Verified,2026-04-08,Medium,EMP1005,2026-04-08 07:47:57
e78600b0-6527-4439-ab5c-52bf4641ca48,e7cc33f8-67f9-4be8-baa6-e9ac9d88fca3,Verified,2026-04-08,Low,EMP1011,2026-04-08 03:19:41
1a4adeda-8332-4030-b612-c675023ddcb6,6c9efb08-a7db-4416-9937-83ee91e71229,Verified,2026-04-08,High,EMP1005,2026-04-08 02:24:26
a874cf78-d955-4261-9c10-79bbc8d0e764,fef628f0-376a-4729-8289-e2c7a49ff64c,Pending,2026-04-08,High,EMP1019,2026-04-08 05:03:02
1f52be16-c3c0-457d-884e-fc125d013544,a889e32c-8f68-4700-9b46-6f64e22f3be5,Rejected,2026-04-08,High,EMP1020,2026-04-08 10:01:03
24191cc8-eff5-4c9d-b95c-341e4f9b8db0,22f5cf16-da52-4dae-b6c8-a67cf18c21ae,Pending,2026-04-08,Low,EMP1001,2026-04-08 10:04:56
4391dba4-92e4-4ccd-a6a4-70c9e44ec775,da032b47-4a8a-4303-977e-2118927d6cc7,Verified,2026-04-08,High,EMP1012,2026-04-08 00:08:42
6046da5c-513e-4689-91f1-e1fe7e48b2eb,6c91236d-c670-4724-b1aa-7b703c35878c,Verified,2026-04-08,High,EMP1003,2026-04-08 11:44:46
d6d2e3e1-3a12-4218-acff-79dcf8ee6357,f0d0bf86-bb74-4fc3-9521-91b22831921d,Pending,2026-04-08,Low,EMP1016,2026-04-08 08:03:56
9b4d2640-99ef-424f-a7bf-ced7a2adf954,41208111-7b85-4eb6-8816-7f5c5ce5d6c2,Rejected,2026-04-08,High,EMP1016,2026-04-08 12:15:35
502452e7-6ae6-4734-836e-0b5e9d7231af,d935dfaf-b344-4180-ba56-32769dedfefb,Rejected,2026-04-08,Medium,EMP1012,2026-04-08 08:53:56
f1cc21d0-c91d-4831-9dbf-32e5ae80f8f6,b93638e0-677c-4168-a024-006372d163db,Verified,2026-04-08,Low,EMP1006,2026-04-08 00:46:51
c9442a43-b8e0-441b-93bb-0f88bb08fbb7,cab544aa-0a30-4989-b790-e79ec615531f,Verified,2026-04-08,Low,EMP1012,2026-04-08 05:29:44
2f7757a4-2acb-495e-ade4-41075684f982,f0753a7a-609d-4dcf-9dee-d2e549aa4a35,Pending,2026-04-08,High,EMP1013,2026-04-08 11:01:20
f2e02742-e1e4-4f98-b533-fe6d968c90e8,8ebb2a81-4161-4e4e-83f4-56ddd79b4baa,Verified,2026-04-08,Low,EMP1003,2026-04-08 11:42:50
9d1edb82-059a-4980-82f1-9bcdbe2545eb,86cdfc55-e181-4a63-8361-7c6b3631f00a,Verified,2026-04-08,Low,EMP1016,2026-04-08 03:15:58
0820e3c5-419c-4a3e-8921-700ab747f95e,247fbc43-7c04-4ccd-9f68-ee5af0fcf604,Verified,2026-04-08,Medium,EMP1011,2026-04-08 05:09:33
e9811e04-f943-415a-af79-8f5833972931,dad0fe8d-4fde-41a6-b7f1-d4d99e536705,Verified,2026-04-08,High,EMP1009,2026-04-08 09:57:09
b15544a2-2f34-49bc-9f1c-220c123113a7,0826c2a8-9958-45f6-ad65-01037aee6813,Rejected,2026-04-08,Medium,EMP1011,2026-04-08 00:05:51
166a5407-12d8-4351-ad5a-3979073b1a55,210be88d-45e8-4bb3-b3be-e2cd1465f2e7,Verified,2026-04-08,Low,EMP1006,2026-04-08 07:20:57
6bc91efc-ae96-49c7-bba5-ef6e81dd1d49,08d9de52-a37e-4cd3-b591-c7cc6c74e64c,Pending,2026-04-08,Medium,EMP1001,2026-04-08 02:30:50
26626cf3-7621-4c0a-b942-08076af3e3b4,8cd761b8-a801-4796-8beb-44c8de944d2b,Verified,2026-04-08,High,EMP1018,2026-04-08 08:55:25
fc169986-87db-4f86-8f14-ad8c855ce8ea,7fe43ade-43b0-4201-b7eb-f2a1c3b52d47,Pending,2026-04-08,Medium,EMP1004,2026-04-08 12:09:46
71db4afd-bfbe-482e-8693-e7ae43ff4af1,e6a80c4d-114e-4ca7-b222-9ae625ab2f57,Verified,2026-04-08,High,EMP1002,2026-04-08 02:42:20
35e29518-b155-400d-b2d6-7744e05d9688,ee7f7c48-988f-4f04-846b-63dd63f0a246,Pending,2026-04-08,Medium,EMP1013,2026-04-08 09:33:25
e0382e89-1d13-4be6-8cd2-1ae1410621bb,9a3522c7-c80c-444c-bd91-9c62e7f94a45,Pending,2026-04-08,Medium,EMP1016,2026-04-08 08:10:46
88f22385-f2bf-4785-91a3-a967ae164f1c,a921af33-7756-44c9-a079-fb749a2235d7,Rejected,2026-04-08,High,EMP1013,2026-04-08 10:17:32
59cf053c-9ea1-49bf-b1a6-c9573240b9c1,73a0c685-6b80-4dad-a14a-79d94eee582e,Verified,2026-04-08,High,EMP1006,2026-04-08 06:23:37
3b006ae4-f2ec-4e3d-bdcf-2a83845263b6,31ca8fbe-e618-4f1e-8c74-cf703931b5bf,Rejected,2026-04-08,Low,EMP1004,2026-04-08 07:45:10
32ffcb28-7196-477f-abd7-03ef52e0780d,2ccf56fa-5776-4d4c-8f6f-96ff8c3be782,Verified,2026-04-08,High,EMP1013,2026-04-08 01:50:38
b5ec730e-e5f4-43dc-a8be-c838b6913371,5d2e4d06-e905-459e-bc37-69598bbc3a4d,Pending,2026-04-08,High,EMP1019,2026-04-08 01:37:53
6c211c9f-1e17-4547-b3bd-723a14b48296,b7a2f30a-5b21-4591-8a9b-fe507d044ce0,Verified,2026-04-08,Low,EMP1011,2026-04-08 06:37:31
601a92ee-f26c-4c4d-aedf-59ff5e6c74c9,81ddbd15-e24b-4595-91b5-02b5de7a47e3,Pending,2026-04-08,Low,EMP1016,2026-04-08 04:54:35
f0a80c46-dbac-4f39-8eb7-b1761ab694c6,257f82c1-4aa4-4b00-ba6d-ca419a5e444d,Verified,2026-04-08,High,EMP1008,2026-04-08 09:20:31
314d04ca-c1c1-47e5-ba58-139f9be87c3d,de9367ad-6d90-461e-945d-3a06d082afa3,Verified,2026-04-08,Medium,EMP1013,2026-04-08 05:05:47
0659a1a8-208d-49d3-a0ce-a684e101851a,8a2e697a-51ee-419a-903e-fd35d7dc4dc9,Verified,2026-04-08,High,EMP1007,2026-04-08 09:23:09
c7edc016-6681-40b0-9765-66be750fc1c2,c555d4b8-ca1c-4c28-9adb-970d7c308b90,Verified,2026-04-08,Low,EMP1016,2026-04-08 05:08:40
ae66082a-a533-482e-b47c-67d8506ed174,96b0c114-b356-4700-8e63-674e24b14e60,Pending,2026-04-08,Medium,EMP1006,2026-04-08 07:54:20
8170eb20-72ff-4265-874c-031561b67d64,fc28a610-1a27-4141-9ccc-0bfd0d32c74c,Verified,2026-04-08,Low,EMP1017,2026-04-08 06:55:42
324dc9db-2b29-44ee-bf16-b6e524c903b6,e9188110-cd47-4270-a501-5f9bf6111bd0,Verified,2026-04-08,Medium,EMP1016,2026-04-08 04:16:09
052ed0eb-c35e-4944-bf11-6c50aa348062,7467cef0-ac8c-4fd6-8f2a-da6379634da6,Verified,2026-04-08,Low,EMP1013,2026-04-08 10:54:19
1312d41a-2927-471d-bc70-a8ef844c471e,014e0471-8f45-489d-b019-eedb2a81f424,Rejected,2026-04-08,Medium,EMP1016,2026-04-08 02:14:35
55a3a686-af98-4fb9-9f54-d7767bdeb720,c47f465b-a589-498b-9bd6-9ffd2ee34ac7,Verified,2026-04-08,Low,EMP1004,2026-04-08 01:40:29
8dd5e6dc-e19b-4d9d-a2b7-ab6218e34ef1,e88298c4-3869-422e-af8a-aa313e3ae36e,Verified,2026-04-08,Medium,EMP1010,2026-04-08 12:01:15
6e4fd73f-15e6-458d-9978-0491e929d074,71f875ce-effa-4bdd-89d0-e6acf7419792,Verified,2026-04-08,Low,EMP1018,2026-04-08 06:47:35
ae654df1-929f-4d14-a460-6f20fc8fc06a,71f76beb-5967-446b-a0fc-6cf1ac39be56,Verified,2026-04-08,High,EMP1006,2026-04-08 07:56:50
e93b898b-125e-4d69-96f7-47cee3715734,03a017f4-d8b4-4064-9bb1-aca3486ceeba,Verified,2026-04-08,Low,EMP1005,2026-04-08 12:22:11
116c1eb6-fb0a-43ec-8d29-5a3a5c60c208,34742151-8257-44e3-85b4-73441df86753,Verified,2026-04-08,Medium,EMP1015,2026-04-08 04:58:14
16302757-a76b-4c76-96e6-0dd644486d58,aea7b32d-b457-4e4a-af07-24f7b33144f1,Verified,2026-04-08,High,EMP1002,2026-04-08 10:10:45
417090e1-fafe-47a2-b572-f89d0cf2eb97,361335bd-df29-41ed-89ab-df1c9ef88b49,Verified,2026-04-08,Medium,EMP1013,2026-04-08 13:18:45
9f36814b-a7a2-4f80-b8be-19bded71288f,3f85d3b6-ba82-42ba-9b6c-e2883e174ff2,Pending,2026-04-08,Medium,EMP1007,2026-04-08 02:04:33
afec3b89-48ea-41ad-b16d-0a6ea049a81c,b33c78e4-760e-4ee0-9d10-47dbbb5eb3a8,Verified,2026-04-08,Medium,EMP1017,2026-04-08 04:49:10
a2b97bc2-7c1c-4e19-b2b7-50bbe04c6e99,8fe1bf8b-3e07-452b-bc0d-47f3063d6fed,Rejected,2026-04-08,Medium,EMP1015,2026-04-08 08:49:04
845e0b90-610f-48a7-8f1a-dfeff0c03389,7194b1f9-d7c3-4416-85a7-1544ea1afd29,Verified,2026-04-08,Medium,EMP1016,2026-04-08 06:06:01
23079e55-8cac-4a5d-a64d-6fa3c42a5f4f,e0a32bab-b6fe-4279-a197-4aced82b58e8,Verified,2026-04-08,Low,EMP1007,2026-04-08 07:41:56
