PAYMENT_ID,POLICY_ID,CLAIM_ID,DIRECTION,STATUS,METHOD,AMOUNT,CURRENCY,PAYMENT_DATE,TRANSACTION_REF,CREATED_AT
257b72d9-0ed1-4c01-bc71-d67766b487c4,a665e6be-b247-4306-a4b1-97225cf9a02f,76765230-4c2b-4140-8397-e6af0e1b77d1,Payout,Failed,Wire,737.83,INR,2018-12-06,TX58849416256,2024-05-29 18:30:07
337dde5a-ef65-46e3-a50d-1d3ff90e44ca,32cf02bb-5b73-42b9-a855-5cf2466c6bbb,f7398179-bd58-4348-bf84-3b349942c36c,Payout,Completed,Card,1800.69,INR,2019-01-20,TX99597218213214,2024-02-21 17:12:57
986b0bc9-c6df-4ef9-85e7-25087800580d,8f1c848f-33c9-481a-8bfa-53fe1a640db4,698fa625-5ac7-43e7-a9d2-c9480237fa03,Payout,Completed,Card,618.02,INR,2024-05-30,TX20028318802183,2026-03-20 23:14:29
5b20e6ef-d0b6-4c7c-a4bd-9ed07859a258,9117128c-a27b-4db6-9560-783f8518adaa,,Premium,Completed,Card,409.64,USD,2018-07-08,TX2437079110,2020-10-07 06:46:16
7d454015-96b3-4caf-8663-de696565718b,60bd8544-1638-42d8-9957-6c82c4679560,,Refund,Completed,Card,363.51,USD,2017-09-18,TX6500116617,2019-09-29 11:38:20
915f6021-0880-4930-a45b-8dcd76cce086,f4ce8e13-1b81-441f-890e-8ec3eeeb3f22,,Premium,Completed,ACH,1083.28,AED,2020-12-28,TX2489416108,2024-10-05 03:41:48
f04fb425-a2de-4cd9-9633-75b18f7b877e,a893a82b-b0e7-456f-81c4-4be111d101e3,6be93da2-2603-495c-9f74-30a7748afac2,Payout,Completed,Cash,2288.44,AED,2017-10-11,TX6810527964964,2026-01-03 17:35:15
874bebf5-bce1-4c9b-828d-be3043d58e45,fa750e6f-75b9-4877-a963-ee32375b7bd3,,Premium,Completed,ACH,1146.43,AED,2017-05-16,TX83868311927031,2025-05-31 09:36:40
6723880c-89b8-4001-a50d-5324bfdb0e59,e9331102-37a2-47e2-838c-bd34ee2d252c,,Premium,Completed,Card,790.95,USD,2021-04-07,TX8448984841,2023-10-16 13:41:10
82a93a9a-0716-4679-a85d-6c079f306bd4,c522c5cd-fb8b-456f-a360-fc5840b3970f,,Premium,Pending,Card,980.57,USD,2026-02-23,TX8051388761,2026-03-22 23:12:47
6f997b08-6766-47ae-8751-39acbaef0a93,79bad765-7b8f-4373-8af0-9d855a983a17,,Refund,Completed,Card,1133.53,INR,2020-04-18,TX4486422344,2023-12-18 19:06:33
8a760aca-609d-47fc-8b0b-e70c269f5bb5,80f9f79d-ac52-4a30-8042-9b5b90a58b34,217f5390-4a14-464e-b36e-9e873702e82e,Payout,Completed,UPI,1127.76,USD,2026-04-19,TX40364602037,2026-04-09 02:35:10
24cc9dd1-1e75-471f-a6ed-c25d7f0386ef,263637e4-b6d2-4b77-af49-163949c6462b,e990e931-2d03-4c27-ace7-7ada9589ed42,Payout,Completed,Check,1170.75,INR,2018-04-15,TX6254473309,2023-12-27 04:23:50
b493648b-7ac2-4c05-8b50-9282141ada91,6fbc775b-d248-40f7-811e-d143450fee02,,Premium,Completed,ACH,1226.22,USD,2023-09-16,TX72820969400,2025-07-16 23:05:14
1fb782aa-6865-4a8c-8834-15140887f18d,13a0de7e-271a-43a5-96c5-aa226432116b,,Premium,Completed,Card,1009.82,USD,2024-08-05,TX65955849823,2026-02-20 17:13:15
bbb93fb9-58cb-425d-a2a0-488577cd2c6d,9072e4ea-49ac-4a5f-ac37-cd50dd5da6ea,,Premium,Completed,Cash,1182.6,USD,2016-12-02,TX23694602513937,2019-05-04 18:26:24
3e9f7459-f7d6-4a1b-b1d7-828151a27db0,668455c8-e4b7-4fca-9f0a-f316ec0ce158,,Premium,Completed,Card,1448.83,USD,2021-01-05,TX4703556454,2025-01-26 12:47:37
c8aa6168-845a-486d-9328-47d95e5fcc72,e033d1c6-903d-4553-abc8-2fb014e56d34,,Premium,Completed,ACH,1516.9,USD,2025-08-15,TX27351857500,2025-10-30 04:34:19
2e75cf14-c4d9-49e2-8575-92ccc8772b19,3cd7d9c2-a3c7-407e-9b9c-32a4c1618bfd,0ae624b4-ab4b-4a45-8545-37a611661341,Payout,Completed,ACH,1363.6,USD,2025-05-19,TX28738159413721,2025-07-06 05:12:45
058c78bf-af81-4dfa-86b7-2eff5dee3554,fc621b5c-516c-4ebf-b81f-57ade30f209a,812867e7-e44c-428b-a7ce-73a6ca806bf6,Payout,Completed,Card,1501.76,USD,2022-05-07,TX81813232521739,2024-01-09 02:55:30
df489b3d-b1e2-457e-b330-999edf531ac8,618f3d7c-61ee-4ebd-9b3e-a743d3cd15bb,bf88dc92-0926-4da1-bd5d-a13cbb71bdd9,Payout,Completed,Card,1042.26,USD,2023-04-02,TX4343045536867,2024-08-18 13:08:45
8dfbbacb-3f01-429f-8fd6-2034c8c2d705,dd9b5213-a4bb-4f97-9c07-6ab4e6a3e8d6,567e5b49-9afe-43d3-bfff-bec1a2b20c1d,Payout,Completed,ACH,1163.14,USD,2018-02-07,TX79748615670286,2025-03-30 03:43:43
0318635c-6ea2-4e16-90e1-63c4ccaa11f8,5ef50fd7-e638-4e15-ae32-b7dbc41481fc,,Premium,Completed,ACH,1165.4,USD,2026-07-21,TX86772959002,2026-07-04 22:43:05
fe6af1e8-6c0c-4dd2-86d0-360422637889,9a602867-3961-4ab9-9f9e-6c4c8e038856,,Premium,Failed,Wire,1374.64,USD,2020-04-20,TX35275074060369,2025-08-26 01:05:59
4ca61548-399e-4cde-a715-597b57c93bd6,2baa87e4-c30c-41bc-92f3-5a5ef2a5d549,,Premium,Completed,Check,1890.56,AED,2025-03-17,TX7590061267938,2026-01-15 08:27:43
a1c2e026-4ee9-4d72-8481-acf7ab206376,e9e2dfab-1a84-4cfb-b5af-30e4a634eea7,,Premium,Completed,Card,1360.74,INR,2018-04-24,TX96525138779,2022-09-03 22:19:24
82636d32-dc77-44d7-8ee5-3e29f9de6bcb,af188959-8b62-4ade-a4e1-8d43e33b6348,,Premium,Completed,ACH,1144.57,USD,2021-07-29,TX42991125192213,2023-12-24 17:14:49
d7f349ec-58b6-4f87-9009-9cef95ed06e0,b76dba6c-4bdb-47ac-aa6b-3915c79361e1,02b73d6f-8cf5-47ee-b2e7-935f345bb98f,Payout,Completed,ACH,716.63,USD,2018-03-11,TX72811242424,2026-01-04 11:17:09
d90e3c0d-6322-4244-993f-8fa92e894e03,a8a9c768-e9a7-4a92-95a0-bd79e6993989,,Premium,Completed,Card,1267.26,USD,2023-12-10,TX76884953314,2024-03-06 18:48:33
bd46b26a-e127-4bee-a33b-1d615aab755d,5908683a-d869-4325-9712-12fb46f47707,,Premium,Completed,Card,438.61,USD,2020-11-24,TX81765460944320,2024-06-04 04:11:38
f4d08079-11d7-4a41-9ebe-23ae43352731,a653c96e-c5bf-465c-ad81-d95ed8c57dc2,,Premium,Completed,ACH,2100.52,USD,2018-12-18,TX9333548741,2024-08-14 17:37:05
d06a3a78-4ec8-4400-b42d-72c4b7892c7a,a91c2cff-0bd4-4e5e-ae40-3acef2e993a1,,Premium,Completed,Card,581.22,CAD,2024-11-07,TX6137905956,2025-12-15 04:33:15
451517c6-a475-448c-842a-153eb278bef0,19bfea56-1044-4e44-8a6f-5a1629844a97,b25697b1-74ec-49e0-bcd4-093a4c37d6af,Payout,Completed,Card,956.07,GBP,2023-09-25,TX1232228248,2024-10-25 07:23:30
11052957-8687-445d-8b6d-765638dd04b9,bbc200b9-1655-4ca3-8fff-b5bb987b941f,a2aa1460-b868-45c5-b3b3-476f91cd5035,Payout,Completed,Wire,1014.5,CAD,2017-02-05,TX1961076488,2017-12-11 09:22:44
c8ef6512-53fc-4499-b71b-728c6021ed8a,599b9375-2f6e-45ce-aaad-6b861d34d22c,,Premium,Completed,ACH,1646.53,AED,2017-08-21,TX312812158704,2018-11-03 11:51:04
0a5180bf-0088-43c4-87df-f467aec418c8,bd8f831a-3a80-4759-a2cf-9befc9fcd2bb,265e4934-c368-4db8-a827-337d6ce159ff,Payout,Completed,Card,316.84,GBP,2021-06-18,TX2323133900112,2022-06-06 22:50:07
4c28cf37-9201-45cb-a294-aeed4804a4be,ee326ff5-97c3-4c10-9e42-52254e987b36,a0776362-856a-4ef7-a7ba-722a62a7878d,Payout,Completed,ACH,1951.87,CAD,2020-10-14,TX14015351407098,2021-11-17 20:13:46
88aa2f98-4629-41ad-bb9c-53b9c66b98a9,b22676d4-38af-4cca-9975-1f8f581f8264,,Refund,Completed,Check,886.55,GBP,2018-10-17,TX11528288039875,2023-08-14 21:44:38
e67bd269-d48b-4c00-b0e8-a4aecc26e9d7,7b2d328f-c06c-41b5-ad16-d8256c7ae254,,Premium,Completed,Cash,1622.62,INR,2019-02-03,TX2117979094,2025-04-17 17:11:06
290a7411-07af-4c95-93aa-757f0f7b78bf,68f0c8d2-a440-43ba-8c55-41c53cac596d,8df7e2d8-1e48-4d80-b1f7-abbf6062b69c,Payout,Completed,Card,469.24,USD,2022-04-23,TX7849293071,2022-08-03 13:08:32
17539b9b-0bbd-4873-8bfb-5534836b64aa,5d9e9253-f8bd-4a7f-a7c9-f36fc607e80b,,Premium,Completed,Check,1710.66,CAD,2021-05-18,TX7306635494,2024-01-02 15:08:53
4a0ec6be-3422-42ac-ac4c-a9a8851f4182,f8c58cd1-9e3c-4461-80e7-5ef8253293b2,,Refund,Completed,UPI,776.67,AED,2018-08-23,TX7926682146,2022-12-17 22:45:31
9447763a-f39a-4386-aa17-23383f814553,820aa36d-fc82-4ff6-9cef-e57ef2ecaf0b,,Premium,Completed,Card,1535.23,USD,2023-06-07,TX29554580356,2025-08-02 00:16:48
85151f02-d956-4320-986e-fa0def3e6fc2,d8be34c1-9101-4dfd-bff6-bff788945b60,,Refund,Completed,ACH,658.1,USD,2025-12-11,TX714149288799,2026-02-08 07:10:24
90ae865d-cfbb-4591-b846-f9bbe41b479c,3f6b1954-4c15-425c-be7f-ba3d6ff26285,,Premium,Completed,ACH,876.71,AED,2017-02-14,TX651400731603,2018-11-07 04:50:46
ab340d88-b14f-4478-a505-627b13aa5048,a928af0c-e139-4031-9832-a14cd22ff221,,Premium,Completed,ACH,766.77,GBP,2017-09-25,TX33233459681917,2018-08-14 18:53:00
70ed77b6-bb32-4f8c-a4f8-d3f8004eaf54,c6940f47-05be-4174-b3de-c420f6669afb,,Premium,Completed,Wire,1312.46,CAD,2022-01-31,TX37056414626709,2024-07-11 05:41:03
20805a49-a4d1-4c84-a44a-9ffdbbe00ebb,eb480b13-21fb-4c96-b253-e20b1106b29d,,Premium,Completed,Wire,1446.76,GBP,2022-07-29,TX1644528052179,2024-03-20 02:47:51
abe6e367-82ba-4b4b-9cc4-6553e60b7637,9a02cdc0-8861-4738-adfc-0a78ac1a0044,07bb8ffa-5205-4b29-b91c-b16b7e49a994,Payout,Completed,ACH,642.4,INR,2025-06-14,TX7726237612,2025-07-23 05:50:15
82a89ec5-ad71-402d-b7ba-f34a794720bd,fb03e251-4537-434a-91e2-eab60c6a4266,,Premium,Completed,Cash,1673.46,USD,2020-06-08,TX68568279191,2022-03-10 03:49:38
f236d0e4-77a5-4272-a373-12f47e29512c,0e9643ec-1208-460d-bca7-1592d3671e40,,Premium,Completed,Check,1736.25,USD,2020-03-27,TX913616430634,2024-08-22 11:59:28
22affe83-7e97-4a7a-af0d-7a746063fb51,ff51e8bc-28fe-43d8-a570-90a9ff79906b,,Premium,Completed,Card,265.05,USD,2022-07-30,TX72290423110,2024-07-17 15:31:50
ba6e7f2b-36a0-4922-99ad-3bc6aeb1e104,456d68c0-1d9a-4e9b-9b22-c73669650577,7bba8271-ccdc-4093-830a-1582c5b6fc2a,Payout,Pending,Wire,2148.9,INR,2025-07-01,TX8531213449,2025-09-11 06:38:15
da6019a9-983a-465d-994b-3cc5a4b4dece,8bab431a-364a-4adb-b7ac-8ec4de138827,,Premium,Completed,ACH,855.49,USD,2020-11-28,TX97466467313,2022-08-05 18:43:17
eaf0f396-d757-450d-b8f6-81d3b5bbdb6a,4fb17e72-fc49-4ce2-892d-d8a6e0532baa,,Premium,Pending,Wire,467.01,USD,2025-12-26,TX718407656974,2026-01-08 05:16:41
c26a1768-e51b-4c05-ac04-a323c065f34e,21e6f4cb-0f78-4c61-90cb-8828d4a98d63,,Premium,Pending,Card,1122.15,INR,2018-05-20,TX4910007743,2019-02-05 14:18:28
0db5d480-e9ae-4eee-89b0-f1d0f2191fbb,69f1e6aa-2897-4b49-9a99-703f68b9aa51,,Premium,Completed,Card,374.38,USD,2021-03-02,TX913873074980,2026-02-11 08:29:26
8d0f569a-7d69-4781-96e1-67127fe083f2,c4a0e582-8380-4c66-a5c3-bb96f40e8ea1,,Premium,Completed,ACH,770.2,GBP,2016-07-01,TX85847629861,2018-12-26 18:56:38
634524f3-9666-4837-a89a-880b83bb6912,bf0538e1-b1c1-42fc-83bd-40c02286984e,1b6ed32e-29c8-4ea4-9d5d-558c8f3da4df,Payout,Completed,ACH,1521.69,INR,2019-01-20,TX6333757560134,2019-10-08 02:40:21
0487833c-9e50-4625-9765-4f7d920fc3ea,8587bfcf-dfab-419b-b859-562e8315ac55,fbfe45db-8699-4049-a3f0-23dfeec06df7,Payout,Completed,Card,1706.48,USD,2021-02-08,TX60967510549,2023-11-06 15:44:25
0acdf481-09d4-46f5-bdac-8826b1715cac,ff54619e-dc2e-438f-bd2b-8cb03036df42,,Premium,Pending,ACH,1289.35,USD,2020-07-07,TX38212532613786,2026-01-11 07:51:03
09faa2a6-25f8-48e3-9e57-5bf2912823b1,c3eb7092-7dc0-4a5d-9bfc-0b1782d179b1,,Refund,Completed,Wire,1476.15,USD,2023-07-17,TX78780420345194,2024-02-15 14:28:51
477c37c9-46b8-41c5-88fe-3401c136e7c1,2d08b42b-8086-4af4-beb0-894e952c6ddc,b446d298-5ec2-48d2-805b-1d025445635d,Payout,Completed,Card,467.49,AED,2020-09-03,TX8087438792,2021-03-09 17:52:49
e2ecac22-b776-421f-a171-7be87582479e,18580a89-45bf-4ca9-b6c2-bd6aee2a9df1,1c023538-5122-4be9-8d28-4e6a22339d0d,Payout,Completed,ACH,1563.21,GBP,2025-05-06,TX3870620134457,2025-10-31 00:35:51
1c8c2919-cd8e-4897-89c7-c5db639e83a7,663e662d-3324-4fee-801e-55bd98c12e67,7b96c80c-0336-4d78-8e76-5d9d5fb41315,Payout,Completed,Wire,1359.21,AED,2019-09-18,TX73599939204,2022-01-08 22:37:43
534df90a-3c20-44ca-8a9e-14cd6536ad7a,b31eeea1-e2f6-4135-923d-11b0be152e83,,Premium,Completed,Card,328.62,CAD,2016-12-29,TX14405771006,2024-02-13 11:09:05
98563c66-82c7-4f74-8c42-20401ec48df8,fa3e9f2c-0f75-4b02-bf1e-a09c883cab18,,Premium,Completed,Wire,749.92,USD,2016-10-24,TX6981112571,2025-10-24 06:10:34
98648b00-08b2-437f-b2a1-f3e35fd7be29,cb3f87ee-cf73-45ba-9ac8-0078bef65dfc,9a310620-fd6d-4de5-a497-2ff572a12175,Payout,Completed,Wire,424.89,USD,2022-10-31,TX11773487112594,2025-05-14 13:24:37
5f65623f-0dd0-4ab8-a268-373ba69aa956,955a7d03-2e4c-4f51-8857-ca85106fba7c,,Refund,Completed,Card,1335.0,AED,2022-10-07,TX7197828184,2023-10-10 00:57:12
da55f641-571d-42d4-aa60-ed18b7b906ff,41805ca1-a9c0-4789-b54e-5ed0965acc61,,Premium,Completed,ACH,1305.49,INR,2018-05-11,TX46895750884161,2022-12-07 20:44:41
368c96cd-738b-439f-a8f0-46b1ae642baf,51d7c83c-6345-4ce6-aa5f-3c674e5c5716,,Premium,Completed,UPI,608.93,AED,2024-12-12,TX73719463234752,2025-02-14 00:31:17
1f7cef70-667a-48ee-8c0b-7e3eb8378029,c0f33646-23c5-415f-a798-8495f015776d,,Premium,Completed,ACH,1681.48,USD,2025-06-10,TX3522944327,2025-07-07 03:04:43
96af6453-eb53-4fb3-9827-13562d910b4c,42f677dd-b1f3-45c0-9733-11e4150dc3da,,Premium,Pending,Card,2371.08,USD,2019-08-28,TX30500649567,2025-06-30 00:22:32
434d126e-c24a-4bef-b386-55ed565da110,fd0db9bc-8377-4694-897e-9687f7586235,,Premium,Pending,Wire,777.68,USD,2024-04-29,TX9529727844,2025-04-19 07:46:34
fb05ca75-37b0-4be0-9f47-97a2091434af,df337574-f8b0-439e-b9b7-71c4f9f09b01,,Premium,Completed,ACH,1457.84,GBP,2024-05-22,TX416489095921,2025-06-09 10:36:20
9bea1bdb-5137-459c-aba5-82453370a59f,0a291350-0378-4a14-827e-9272097c7f75,,Premium,Completed,Wire,2181.15,USD,2018-01-26,TX2235520666204,2021-09-10 06:23:15
