PAYMENT_ID,LOAN_ID,ACCOUNT_ID,PAYMENT_TS,DUE_DATE,PAID_DATE,PAYMENT_AMOUNT,PRINCIPAL_COMPONENT,INTEREST_COMPONENT,PENALTY_COMPONENT,PAYMENT_METHOD,PAYMENT_STATUS,RECEIPT_NUMBER,CREATED_AT
1338052422,6245623658,7316335285,2025-06-26 22:34:45,2025-07-14 22:34:45,2025-06-26 22:34:45,5505.55,5039.22,418.26,48.07,DEBIT_CARD,PAID,cec71772-457a-42c7-96e0-1d60ffd6a2b9,2020-10-10 20:13:26
3868446113,1875555388,7124475861,2025-12-15 12:12:54,2026-01-01 12:12:54,,1244.4199999999998,1040.35,118.6,85.47,DEBIT_CARD,PENDING,f1034851-e670-4ae6-96b1-561a41432474,2020-07-30 19:06:54
1134670249,4800833199,5176627157,2025-04-15 05:10:20,2025-04-29 05:10:20,,8602.24,7932.61,610.81,58.82,BANK_TRANSFER,PENDING,720fe381-a401-4b58-aa49-0757d8b6f79d,2024-04-09 17:40:24
4677807252,5495682102,9060367433,2024-02-15 08:58:46,2024-03-07 08:58:46,,2789.95,2744.72,35.68,9.55,CREDIT_CARD,FAILED,4338bee5-f21e-4685-a14e-969484859a4a,2022-12-19 10:57:01
5078478982,3206522265,2500332243,2021-11-16 11:36:06,2021-11-21 11:36:06,,18838.960000000003,16645.31,2113.95,79.7,CREDIT_CARD,FAILED,39946678-d437-4731-9083-ad66e59a20d7,2021-09-19 04:27:52
2295872436,6926447923,8200031394,2023-06-27 06:36:50,2023-07-08 06:36:50,,4069.33,3651.98,379.81,37.54,CREDIT_CARD,LATE,9afbf70b-aab6-4755-91f3-3a88a515f3ae,2022-04-20 23:56:29
2903874212,5262498117,9720897618,2024-11-28 16:39:39,2024-12-13 16:39:39,,3350.3799999999997,3153.22,170.27,26.89,BANK_TRANSFER,LATE,a8381192-b889-4f59-a0ac-32fa9dd872a7,2023-08-28 06:49:52
8682784197,2472948925,8476808071,2025-11-16 01:18:40,2025-12-03 01:18:40,,19661.379999999997,18939.16,662.87,59.35,DEBIT_CARD,LATE,9713c6c2-fdfc-4ec4-9bdd-2fedb9da7491,2022-03-26 19:51:55
4520220841,9846108016,4871428498,2023-06-18 23:42:55,2023-07-13 23:42:55,,24240.5,22474.19,1708.04,58.27,DEBIT_CARD,LATE,a8ece07c-7198-4e12-b979-e4eba6ffa113,2024-12-19 11:05:31
6119757759,4883042050,6855895784,2020-09-23 09:17:31,2020-10-09 09:17:31,,1891.4700000000003,1664.9,129.86,96.71,BANK_TRANSFER,LATE,31310fb3-baf7-4411-bd0f-35794897d6da,2025-10-26 12:36:27
6400640425,3065928771,3304618843,2022-03-12 23:09:56,2022-04-01 23:09:56,2022-03-12 23:09:56,1342.39,1192.68,70.37,79.34,BANK_TRANSFER,PAID,b805e5ae-9ff1-45fd-90a0-c5fab5176bb2,2024-05-07 06:43:53
5136998025,6626676367,3852190042,2021-10-01 00:20:18,2021-10-21 00:20:18,,962.2299999999999,878.39,49.19,34.65,DEBIT_CARD,PENDING,0408cdf3-a487-403b-815b-5ceb372fbf4e,2025-09-07 20:31:46
1558189385,213049211,1487401408,2021-12-06 14:59:42,2022-01-03 14:59:42,,2169.38,2059.22,37.07,73.09,BANK_TRANSFER,FAILED,3379ada7-20aa-4a6e-b8b2-51f3b66904ce,2024-02-17 02:40:26
2490195720,2347451011,1612776095,2022-07-26 11:49:52,2022-07-31 11:49:52,,23666.24,22451.37,1167.47,47.4,CREDIT_CARD,LATE,7279a400-7bbc-498d-8dec-c6762c01fd3d,2025-03-25 15:19:37
3803397262,77109731,5337210497,2021-05-22 02:49:53,2021-06-08 02:49:53,,1715.22,1555.16,149.3,10.76,BANK_TRANSFER,FAILED,254df9f5-06ab-4728-94f9-c3e174a90bd0,2021-05-25 14:04:26
8568045909,7364488005,1783397620,2020-09-15 17:07:22,2020-10-10 17:07:22,2020-09-15 17:07:22,19415.25,17717.35,1665.43,32.47,CREDIT_CARD,PAID,6c076f5d-3285-462d-afc5-493779df561e,2022-04-25 02:39:11
7628106084,6770599631,5617142477,2021-04-29 18:40:32,2021-05-24 18:40:32,,1349.96,1134.07,156.5,59.39,BANK_TRANSFER,FAILED,6ba471c9-cdab-4bfd-9e44-35525bee335f,2020-10-30 23:56:42
9542250338,6676070460,6979535385,2021-01-04 11:06:08,2021-01-27 11:06:08,,10226.0,9454.33,709.07,62.6,DEBIT_CARD,FAILED,a4d897c7-8bd7-482f-a314-4cbec7f77ed2,2024-04-27 23:38:34
7954992243,6946104404,8230573223,2022-12-05 07:07:26,2022-12-07 07:07:26,,11876.74,10618.24,1252.95,5.55,CREDIT_CARD,FAILED,9dea81b2-a357-4ddf-bb70-19c036e1ef30,2023-10-30 02:03:50
5670349083,644047431,6480438866,2025-08-11 20:46:08,2025-08-17 20:46:08,2025-08-11 20:46:08,3609.69,3461.43,58.84,89.42,CREDIT_CARD,PAID,005634ba-ec63-4861-95d0-a5098b11fde5,2020-07-27 23:32:44
7905946694,1057936200,6477376656,2021-07-16 16:37:57,2021-07-23 16:37:57,,5708.71,4954.13,698.53,56.05,CREDIT_CARD,LATE,13c4f8d2-c00f-4c9f-8058-e9ac184fb569,2025-12-18 17:09:56
8871417409,9784364961,9772670414,2023-05-24 23:57:58,2023-06-14 23:57:58,,2990.24,2677.47,251.68,61.09,DEBIT_CARD,LATE,56c25153-afe5-4beb-b950-f93c7ee95656,2024-05-09 06:21:47
9198464989,8060755309,4569950073,2022-07-13 01:53:39,2022-07-16 01:53:39,,1984.25,1858.49,52.04,73.72,BANK_TRANSFER,FAILED,8cb3873c-2576-419d-853c-071ef7190af7,2021-12-17 13:50:11
4778313422,4137979020,910852234,2024-03-22 10:57:35,2024-04-14 10:57:35,,1510.33,1235.77,175.48,99.08,DEBIT_CARD,LATE,ec3f00d7-ec89-47e2-a19a-864c27238d27,2022-07-03 17:48:41
1833830232,3576414089,9720840305,2024-04-18 18:36:32,2024-04-21 18:36:32,,2287.1,2251.59,29.27,6.24,CREDIT_CARD,PENDING,b074d7d8-92e4-4b7f-8464-8bb1c645bf77,2023-10-12 05:45:00
1973995263,9235551015,6761916905,2022-02-03 23:07:24,2022-02-24 23:07:24,,2031.63,1771.68,198.43,61.52,CREDIT_CARD,FAILED,dcb782ce-3112-4030-b532-b7bde6e9fa0e,2022-02-18 10:52:09
8122122970,9277183239,6980768048,2021-02-13 06:38:51,2021-02-18 06:38:51,,8163.58,7902.37,252.88,8.33,DEBIT_CARD,FAILED,b2fdf236-951b-412f-9b40-27a56dc8432a,2022-07-18 06:36:58
6020204312,3471503757,8135784958,2022-03-20 16:48:53,2022-04-15 16:48:53,,5101.3,4511.0,514.25,76.05,DEBIT_CARD,PENDING,6623cf82-dc7f-4fd2-a67b-4df87660794b,2025-06-08 07:30:14
716174061,7071652314,7744212318,2021-11-07 23:00:05,2021-12-07 23:00:05,,7520.4800000000005,6685.88,755.5,79.1,BANK_TRANSFER,LATE,967690ae-d107-4b3f-ae57-ca568c0cb171,2022-12-22 16:31:45
8442865743,7788058133,9696789360,2026-02-02 13:39:15,2026-02-25 13:39:15,,815.51,690.87,31.78,92.86,DEBIT_CARD,FAILED,0367dca7-7808-4e73-bbd4-3d0119b89d30,2021-08-08 20:53:24
4786354343,3774960487,3848335900,2024-07-06 04:27:33,2024-07-18 04:27:33,2024-07-06 04:27:33,7986.21,7379.38,553.45,53.38,BANK_TRANSFER,PAID,5652ae1f-8b1e-453d-bccb-4ddc62972189,2024-08-13 00:43:26
4140858844,8504896668,5264551101,2024-03-02 17:35:35,2024-03-23 17:35:35,2024-03-02 17:35:35,16147.29,15118.79,1012.96,15.54,BANK_TRANSFER,PAID,36da2858-b8cc-4c2a-8914-f10f29967971,2024-02-29 17:43:01
4938183244,5438739431,1591875326,2020-07-29 02:26:59,2020-08-26 02:26:59,2020-07-29 02:26:59,5853.460000000001,5361.55,423.56,68.35,DEBIT_CARD,PAID,31cacce7-26f8-4529-abe0-b231dfd87efe,2025-04-09 21:50:44
2685640417,3482656759,7444957433,2021-12-28 20:09:25,2022-01-13 20:09:25,2021-12-28 20:09:25,86.8,14.36,1.36,71.08,DEBIT_CARD,PAID,67a7b295-1c93-43d1-8c1c-91b210dcc2a5,2024-05-21 06:01:50
5244559797,9228711128,9865912632,2024-06-17 14:55:31,2024-06-18 14:55:31,,154.9,135.59,1.9,17.41,DEBIT_CARD,FAILED,1d7a1313-f003-4470-bceb-c6b19f5a03d3,2020-05-14 08:59:51
9694881279,8078961263,3340244996,2020-11-10 14:00:10,2020-11-16 14:00:10,2020-11-10 14:00:10,254.14999999999998,160.94,12.23,80.98,DEBIT_CARD,PAID,05ada15e-bdc0-495f-963c-1cd587986ffd,2024-01-08 13:33:10
9129376783,5824038671,7451192161,2024-03-20 04:00:53,2024-04-01 04:00:53,2024-03-20 04:00:53,28046.879999999997,25352.51,2662.01,32.36,BANK_TRANSFER,PAID,610f8bad-5e9c-4fed-aaf8-747afcd37ba6,2021-12-04 12:14:34
7603331546,4019411780,6183574126,2025-12-24 23:40:59,2026-01-04 23:40:59,,8884.28,7951.7,850.83,81.75,CREDIT_CARD,FAILED,e38ddccc-4b19-4c39-ab09-36e42103f04e,2020-10-20 20:29:44
9905700329,8835690706,5368881262,2025-02-17 06:52:21,2025-02-20 06:52:21,,150.54000000000002,65.2,1.17,84.17,DEBIT_CARD,FAILED,627055ec-4ba2-40fb-b5b8-a02fa78ebd0a,2025-08-16 16:43:58
4132146163,2266012265,5295148445,2025-04-10 06:55:02,2025-05-01 06:55:02,,2411.64,2289.98,70.99,50.67,CREDIT_CARD,PENDING,57455174-7a10-411e-906b-c7149f002ceb,2023-07-25 05:39:31
8743243326,9484056435,6480041218,2022-06-02 23:31:50,2022-06-06 23:31:50,,2158.9300000000003,1869.83,246.82,42.28,CREDIT_CARD,PENDING,c059aec0-0434-4e83-942a-ac69e251d497,2024-05-19 06:52:07
3626774683,8224116128,3541015334,2023-12-05 05:53:58,2023-12-09 05:53:58,,170.53,103.2,7.22,60.11,DEBIT_CARD,PENDING,fa29af3b-9a2a-42c3-98c0-7cab6853f96b,2025-03-29 10:37:12
5644050559,7178297007,2082523254,2022-07-06 00:46:32,2022-07-09 00:46:32,,713.73,549.1,71.38,93.25,BANK_TRANSFER,FAILED,150ffba0-ddba-4f45-85da-ac6152b65eb1,2023-04-04 08:59:08
2303865077,6030239842,3012868296,2021-11-05 11:02:50,2021-11-19 11:02:50,,264.38,229.72,3.68,30.98,CREDIT_CARD,FAILED,8ba69327-c125-4dc3-a3ba-67a1b36d6079,2024-12-12 05:00:51
8696942019,4481046876,6913731622,2020-05-10 15:35:31,2020-05-29 15:35:31,,8862.77,8463.68,347.01,52.08,BANK_TRANSFER,PENDING,104e43a5-7b1e-428f-a304-aaf2154489c8,2021-04-22 13:17:20
2055006668,1073520399,7651550794,2020-02-29 17:14:53,2020-03-11 17:14:53,,4289.47,4144.3,53.88,91.29,BANK_TRANSFER,FAILED,d26168b4-c5b5-49e0-aa68-5084675df840,2020-05-30 09:06:02
5449059520,7680895921,8757127836,2021-06-22 03:21:25,2021-06-25 03:21:25,2021-06-22 03:21:25,929.05,770.13,73.16,85.76,CREDIT_CARD,PAID,eece7990-4a8f-4306-ace9-318879e7eec3,2020-05-17 03:27:02
9937248860,3515431378,5983207817,2023-12-11 17:48:30,2024-01-05 17:48:30,,370.3,252.56,35.36,82.38,DEBIT_CARD,LATE,a7783f1c-d68a-455f-b632-a6c1a7cc24eb,2024-12-12 13:34:51
5501480119,6948912866,1081355943,2025-01-27 20:59:36,2025-01-31 20:59:36,,545.75,489.97,25.97,29.81,CREDIT_CARD,PENDING,c2a75cda-9bc4-4294-9e17-0e0987ff2c02,2025-02-17 15:02:40
3800835112,7281212634,9821676534,2021-02-02 09:16:15,2021-02-23 09:16:15,,9791.380000000001,8607.16,1127.54,56.68,DEBIT_CARD,LATE,3c27e87a-e8d7-4ee2-9b98-9175b92ac528,2024-09-08 01:09:44
4280985545,4608982912,9326161002,2024-01-12 07:31:11,2024-01-17 07:31:11,2024-01-12 07:31:11,16647.07,15469.52,1082.87,94.68,BANK_TRANSFER,PAID,d0321467-0cad-47f2-b813-68722968c445,2022-11-02 17:34:34
5985024820,7207766547,4730058827,2020-08-08 17:09:53,2020-08-18 17:09:53,,3615.05,3175.85,431.92,7.28,BANK_TRANSFER,FAILED,e35a1104-ca1e-4c12-9b67-28ecd9671590,2026-03-07 10:03:48
933149267,3459743228,8985035066,2023-03-08 18:40:54,2023-04-02 18:40:54,,2144.78,2009.95,56.28,78.55,DEBIT_CARD,PENDING,b18d3333-ddda-42df-a3bc-c0dfb327c950,2021-09-10 19:39:58
7306432959,551584390,8635676325,2026-02-09 00:04:21,2026-02-16 00:04:21,,13510.3,12238.68,1174.91,96.71,BANK_TRANSFER,FAILED,a0d2ad97-85dc-49ff-845d-940224ae5ea8,2024-06-27 19:11:45
5923608313,7554221471,9125676693,2020-04-13 01:02:01,2020-05-06 01:02:01,,10616.91,10215.85,377.99,23.07,BANK_TRANSFER,LATE,03202f03-ad99-40d3-b8a2-8207f7b6794d,2020-11-15 23:05:18
2477819760,9288725951,9880809960,2020-11-24 12:35:41,2020-12-10 12:35:41,,20244.89,17649.73,2506.26,88.9,BANK_TRANSFER,LATE,f50b3b1f-ee17-495e-83d3-a3dec9ebc273,2026-01-10 11:26:33
632216199,2190538377,4429436310,2024-12-19 11:48:27,2024-12-31 11:48:27,,2482.56,2341.49,119.42,21.65,CREDIT_CARD,LATE,c5f5e8c9-13c2-4def-a560-a6748d392fa5,2021-06-21 03:22:34
7993422469,3599304333,2732992117,2020-03-26 23:08:39,2020-04-08 23:08:39,,3874.3999999999996,3449.43,403.58,21.39,CREDIT_CARD,FAILED,a3cd4adc-70dd-4746-ab01-349b21bb9eea,2025-08-27 05:07:29
2454657062,8647091116,7872273873,2021-12-03 07:10:43,2022-01-01 07:10:43,,2670.3100000000004,2519.09,123.44,27.78,BANK_TRANSFER,PENDING,6f9502e9-6204-4a00-8ea2-80cf7e66f027,2026-01-10 05:11:14
5855217172,4046085677,2537558912,2025-03-27 18:49:49,2025-04-10 18:49:49,2025-03-27 18:49:49,794.5,709.38,57.46,27.66,BANK_TRANSFER,PAID,af9024c0-7a40-4242-90cc-c50b6229ffb6,2024-06-11 05:43:52
4686420570,5318471736,5590753430,2026-02-21 17:07:04,2026-02-26 17:07:04,2026-02-21 17:07:04,2110.4100000000003,2046.76,32.75,30.9,CREDIT_CARD,PAID,15b22e05-8a7d-4db2-92f6-23ddea883b13,2025-01-28 14:59:22
6851895957,3796706973,6460739103,2022-05-28 07:04:54,2022-06-15 07:04:54,,6265.09,6057.93,139.33,67.83,CREDIT_CARD,LATE,027075b8-0636-486b-88bd-1e579af8e891,2022-12-17 02:15:10
1723006157,7140534604,570421076,2020-11-27 02:15:55,2020-12-12 02:15:55,,352.96,256.57,12.32,84.07,CREDIT_CARD,LATE,a18c459b-057a-448c-9f57-29f74307c448,2022-12-17 15:06:12
9634168112,8201351192,1029521469,2025-10-08 12:18:39,2025-11-01 12:18:39,,1631.3600000000001,1464.03,83.45,83.88,DEBIT_CARD,LATE,b47ed7b3-0140-483b-b635-570f6ddabb2d,2020-03-20 20:37:24
9754393952,6576835441,2424473653,2022-01-21 12:05:14,2022-02-07 12:05:14,,8514.43,7713.65,755.94,44.84,DEBIT_CARD,PENDING,130a0d01-5e73-443a-9ebf-32004d17f766,2023-03-16 08:57:39
3523466917,8135610397,3045015598,2025-11-20 07:25:14,2025-11-29 07:25:14,,818.36,749.77,14.25,54.34,BANK_TRANSFER,LATE,c15d67b1-e5fc-4828-afc0-12d912708aac,2025-06-06 21:14:45
7010950626,7304482675,9227438344,2021-01-24 14:11:55,2021-02-17 14:11:55,,2689.4900000000002,2390.53,248.62,50.34,CREDIT_CARD,LATE,395d8579-bd2a-4809-b1d7-61099416439f,2020-10-25 13:48:25
8523600773,1471237580,6614006026,2021-02-11 05:13:58,2021-03-03 05:13:58,,1985.8,1727.86,233.26,24.68,DEBIT_CARD,FAILED,0361e67b-5161-449b-afc5-e6fcd115034a,2022-07-25 05:44:45
1165945271,168664506,8784198201,2022-05-09 08:50:26,2022-05-29 08:50:26,,19977.69,19455.26,466.93,55.5,CREDIT_CARD,LATE,b0ca52aa-e4e5-4e0e-9074-262df149219f,2022-03-28 21:18:23
7516629275,217664689,5940757589,2021-05-01 23:18:03,2021-05-06 23:18:03,,8107.929999999999,7737.07,348.17,22.69,CREDIT_CARD,PENDING,3f6d04e2-b33a-4f42-b3fc-e01799ead5e7,2022-02-10 18:28:11
2864616491,4866732383,5966201615,2020-07-26 15:40:56,2020-07-30 15:40:56,2020-07-26 15:40:56,3152.43,2868.18,278.21,6.04,BANK_TRANSFER,PAID,82661677-325c-410c-9aeb-18bafbb0cec8,2024-12-26 00:44:24
2731378652,5577602277,1372100941,2025-05-17 10:24:24,2025-05-26 10:24:24,2025-05-17 10:24:24,13929.8,13268.57,597.09,64.14,DEBIT_CARD,PAID,d56baa06-5c45-4783-8333-5756a20a5cc4,2022-01-01 13:18:07
5584766583,1730734402,2647513144,2025-01-16 09:36:16,2025-01-28 09:36:16,,26379.63,24505.7,1813.42,60.51,BANK_TRANSFER,FAILED,f52afe48-90fe-451e-8e05-891341e9c585,2021-06-02 07:00:53
3126041197,7803120908,8514862818,2024-08-04 23:57:50,2024-09-01 23:57:50,,46.519999999999996,23.82,1.24,21.46,DEBIT_CARD,LATE,63381363-cf28-4e16-bf2a-4053a9e637d1,2023-07-26 08:41:49
4178778401,9627036027,1604423457,2025-11-27 00:11:07,2025-12-20 00:11:07,,3564.5,3442.69,120.49,1.32,CREDIT_CARD,FAILED,ea5916a9-366e-4b28-b468-60be83e0421b,2026-02-26 07:38:19
6368639528,9279111816,5930553047,2021-11-02 22:22:25,2021-11-13 22:22:25,,26198.48,24875.01,1318.38,5.09,CREDIT_CARD,PENDING,110a0399-590f-4176-999a-873691e7dbe2,2021-07-10 20:43:19
2228772940,1940917209,6784673626,2020-10-23 21:25:55,2020-10-27 21:25:55,,143.31,117.18,5.39,20.74,DEBIT_CARD,PENDING,ae94eb1f-e4c9-4c6b-aeb5-e3acbf140fd8,2023-05-18 06:50:14
7689984475,6883214112,5503042612,2023-05-28 15:37:39,2023-06-02 15:37:39,,13835.859999999999,12023.4,1791.49,20.97,CREDIT_CARD,PENDING,114abed1-97e0-45f6-9a76-aa2eba7f78f2,2023-08-26 05:14:03
2651811529,4854370508,6807340277,2026-02-07 23:58:34,2026-02-23 23:58:34,,6386.4,6096.94,201.2,88.26,DEBIT_CARD,LATE,194ba61a-f936-4b7e-8fe5-5f70392a3414,2022-10-07 06:20:54
3375842575,9859993246,2523012172,2023-01-20 01:49:27,2023-02-10 01:49:27,,3158.4,2805.75,325.47,27.18,CREDIT_CARD,LATE,05a35306-af7b-40ab-9f20-7a5c04d0d94f,2026-02-13 14:55:45
456564584,4411882141,1213266366,2026-01-27 06:06:02,2026-01-28 06:06:02,,9818.8,8872.25,887.23,59.32,BANK_TRANSFER,PENDING,54b5ff7f-b99b-455d-a0d0-cbdcfaf8eae1,2024-05-25 03:17:51
6878541899,369304338,6585563189,2026-02-06 12:52:56,2026-02-22 12:52:56,,3399.1,3148.58,163.73,86.79,BANK_TRANSFER,LATE,effcd8b0-23ef-4e0b-8550-e8477999c2b2,2024-08-18 18:32:14
5892434991,6727350707,5540701858,2023-01-31 22:04:24,2023-02-23 22:04:24,2023-01-31 22:04:24,825.31,741.02,9.63,74.66,DEBIT_CARD,PAID,fa4fd15d-3f29-4a27-8c3b-4ad9ea73ac23,2023-06-25 20:51:51
4126374534,5641543625,8718716905,2020-04-26 17:02:03,2020-05-25 17:02:03,,26400.72,23297.8,3075.31,27.61,CREDIT_CARD,LATE,57f96b2a-fda2-4d13-9c58-139a5e6c392f,2025-12-06 03:57:35
8384778040,2593699945,9198049289,2020-12-05 21:31:47,2020-12-08 21:31:47,,9521.18,8222.33,1216.9,81.95,DEBIT_CARD,LATE,492db133-8c5f-45d9-bf51-b03d8ac214d4,2022-09-08 02:03:53
